step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed
18911,14,79.0,1.234375,6.150698806148335
18912,16,86.0,1.323076923076923,6.1171740832230315
18913,15,95.0,1.4615384615384615,6.457648344976733
18914,16,110.0,1.6923076923076923,6.688334953674598
18915,19,128.0,2.0,6.523581541464387
18916,14,100.0,1.5873015873015872,6.83123490959264
18917,13,89.0,1.4126984126984128,6.979107254281818
18918,7,35.0,0.546875,7.027007770217479
18919,3,18.0,0.2857142857142857,7.541087410636872
18920,3,10.0,0.15873015873015872,7.568045065902123
18921,3,10.0,0.16129032258064516,7.649982950994805
18922,4,14.0,0.22950819672131148,7.997769765636413
18923,4,18.0,0.29508196721311475,8.406090855846815
18924,5,22.0,0.3548387096774194,8.543051495754757
18925,6,27.0,0.4426229508196721,8.760642113464419
18926,6,32.0,0.5245901639344263,8.832111444080564
18927,7,38.0,0.6129032258064516,8.898262762405265
18928,6,44.0,0.7096774193548387,9.304195467979232
18929,8,51.0,0.8095238095238095,9.339281460836183
18930,8,59.0,0.9672131147540983,9.272877513897258
18931,8,67.0,1.098360655737705,9.432487078008702
18932,11,76.0,1.2881355932203389,8.507275514419238
18933,11,86.0,1.4333333333333333,8.097248260023118
18934,7,55.0,0.9166666666666666,7.896459803015142
18935,5,37.0,0.6166666666666667,7.737675700971805
18936,6,42.0,0.7,7.349438336647525
18937,9,51.0,0.85,7.541376679763807
18938,11,61.0,1.0,7.280767444161833
18939,11,70.0,1.1475409836065573,7.56882860352298
18940,12,82.0,1.3666666666666667,7.646045600502914
18941,16,96.0,1.5737704918032787,7.274038374064449
18942,15,69.0,1.0952380952380953,7.100441135165582
18943,13,77.0,1.2419354838709677,7.103014409343135
18944,13,87.0,1.403225806451613,6.99016026958717
18945,13,99.0,1.5714285714285714,6.8611136402272805
18946,13,112.0,1.7777777777777777,6.951452774662718
18947,14,125.0,1.953125,6.888411188478621
18948,15,139.0,2.1384615384615384,6.731339602050175
18949,12,101.0,1.5538461538461539,6.894937416858058
18950,9,40.0,0.6060606060606061,6.792701805196057
18951,6,17.0,0.2537313432835821,6.911871989341202
18952,6,23.0,0.35384615384615387,7.396257722829116
18953,8,30.0,0.45454545454545453,7.746210892560268
18954,8,37.0,0.5522388059701493,7.891459333434682
18955,9,46.0,0.696969696969697,8.03852763385124
18956,9,55.0,0.859375,8.036239278577417
18957,7,28.0,0.4375,8.0696334680155
18958,7,26.0,0.4126984126984127,8.096106462359625
18959,8,27.0,0.4426229508196721,7.703759941620641
18960,8,29.0,0.46774193548387094,7.517790800604517
18961,9,37.0,0.5873015873015873,7.536072449242465
18962,10,46.0,0.71875,7.722344644727121
18963,12,57.0,0.8769230769230769,7.827347373178481
18964,13,70.0,1.0769230769230769,7.772896253508508
18965,14,83.0,1.2575757575757576,7.658506531753186
18966,17,99.0,1.523076923076923,7.430425303321462
18967,13,69.0,1.078125,7.419082272366859
18968,11,68.0,1.0625,7.195818380523703
18969,10,75.0,1.171875,7.093181992169935
18970,11,86.0,1.3650793650793651,6.8756270409768545
18971,15,99.0,1.546875,6.718471891301023
18972,16,114.0,1.7538461538461538,6.688390447749321
18973,15,129.0,2.0806451612903225,6.794913047751505
18974,18,146.0,2.3548387096774195,6.656416290332654
18975,16,135.0,2.2131147540983607,6.612027798781134
18976,14,133.0,2.216666666666667,6.599482674291683
18977,16,144.0,2.3225806451612905,6.358021012172007
18978,16,159.0,2.5238095238095237,6.445728029571644
18979,18,177.0,2.8095238095238093,6.6724007739173405
18980,21,197.0,3.078125,6.795549538484731
18981,21,217.0,3.3384615384615386,6.638082764112935
18982,21,238.0,3.71875,6.346394910427003
18983,18,161.0,2.476923076923077,6.057411317917939
18984,15,127.0,1.9538461538461538,5.7048420220041685
18985,15,108.0,1.6875,5.687073204939441
18986,14,103.0,1.609375,5.628399925235344
18987,18,120.0,1.875,5.690637408513977
18988,18,138.0,2.15625,6.010955311185501
18989,20,153.0,2.390625,6.162917480273453
18990,17,130.0,2.0634920634920637,6.030037421383123
18991,13,111.0,1.7619047619047619,6.110534017261503
18992,12,99.0,1.546875,6.147787411633205
18993,11,93.0,1.453125,6.328879665684248
18994,12,103.0,1.609375,6.75766845191183
18995,15,117.0,1.828125,6.9739192180135845
18996,15,131.0,2.0153846153846153,7.097764361128685
18997,15,146.0,2.28125,7.417325293340254
18998,12,132.0,2.0952380952380953,7.8079832723381495
18999,8,58.0,0.9206349206349206,8.240276423520468
19000,6,30.0,0.46875,8.696781228597835
19001,5,22.0,0.34375,8.928650254559248
19002,4,21.0,0.3230769230769231,9.183555252250564
19003,5,26.0,0.40625,9.520650367333879
19004,6,32.0,0.5079365079365079,9.800724346630197
19005,7,38.0,0.6440677966101694,9.559112475668165
19006,8,46.0,0.7931034482758621,9.531871661941146
19007,10,54.0,0.9,9.101051098907048
19008,9,62.0,1.0163934426229508,8.919576502210544
19009,9,71.0,1.1639344262295082,8.670234587262007
19010,10,80.0,1.2903225806451613,8.473619787347989
19011,11,90.0,1.4285714285714286,8.409065654588485
19012,11,101.0,1.6557377049180328,8.201215796554647
19013,13,113.0,1.8833333333333333,7.796639063813013
19014,15,127.0,2.152542372881356,7.359739080505143
19015,15,142.0,2.4482758620689653,7.115522423969274
19016,10,50.0,0.847457627118644,6.978814975179421
19017,7,39.0,0.6724137931034483,6.979132893909458
19018,6,40.0,0.6896551724137931,7.164157139933723
19019,8,46.0,0.7931034482758621,7.336656910373988
19020,7,53.0,0.9298245614035088,7.684662682886522
19021,7,60.0,1.0714285714285714,8.060310113883205
19022,8,67.0,1.1754385964912282,8.364764666994683
19023,11,76.0,1.2881355932203389,8.223659803871508
19024,7,42.0,0.711864406779661,8.25703294263822
19025,7,37.0,0.6166666666666667,8.260875393994361
19026,9,45.0,0.75,8.407348200263986
19027,12,57.0,0.9661016949152542,8.466952712747794
19028,14,70.0,1.1666666666666667,8.467145369716054
19029,14,83.0,1.4067796610169492,7.841368335328369
19030,14,97.0,1.6724137931034482,7.567327104685689
19031,15,69.0,1.1896551724137931,6.816849864199547
19032,12,69.0,1.2105263157894737,6.391439067321777
19033,10,73.0,1.280701754385965,6.223942034890123
19034,11,78.0,1.3220338983050848,6.132270538043157
19035,11,88.0,1.4915254237288136,6.2237834896507405
19036,10,98.0,1.6610169491525424,6.689111631165404
19037,12,110.0,1.8644067796610169,7.046749265583388
19038,14,122.0,2.0,6.883501910558437
19039,9,97.0,1.6166666666666667,7.129978658524861
19040,10,97.0,1.6166666666666667,7.288481702050628
19041,11,107.0,1.7833333333333334,7.4512861520487945
19042,10,117.0,1.95,7.677265939171963
19043,12,128.0,2.098360655737705,7.7382696280154075
19044,12,139.0,2.278688524590164,7.736881145720115
19045,12,151.0,2.5166666666666666,7.895333866046741
19046,14,164.0,2.6885245901639343,7.649828921477458
19047,14,178.0,2.966666666666667,7.457150838769559
19048,11,111.0,1.85,7.358088858294868
19049,13,82.0,1.3225806451612903,6.835895411707242
19050,11,70.0,1.1290322580645162,6.678173121076334
19051,9,64.0,1.0491803278688525,6.7563154795000155
19052,13,73.0,1.1774193548387097,6.797835812504735
19053,13,86.0,1.4098360655737705,6.8729767620146145
19054,14,100.0,1.6666666666666667,6.994492510481832
19055,16,115.0,1.8852459016393444,6.920149199984452
19056,17,132.0,2.1639344262295084,6.7118780194558365
19057,14,103.0,1.6885245901639345,6.580287127069125
19058,17,107.0,1.7258064516129032,6.5463815098771
19059,18,125.0,2.0161290322580645,6.6511702362342175
19060,19,144.0,2.3225806451612905,6.556257082496865
19061,21,163.0,2.5873015873015874,6.053470049488518
19062,23,186.0,2.9523809523809526,5.788921219398217
19063,24,209.0,3.3174603174603177,5.344879082376626
19064,29,236.0,3.6875,4.820661196842389
19065,24,154.0,2.40625,4.709297729464906
19066,19,109.0,1.676923076923077,4.969737368799692
19067,19,94.0,1.4461538461538461,5.474055937151785
19068,17,92.0,1.4153846153846155,5.91514412302299
19069,16,101.0,1.5538461538461539,6.134785159660345
19070,18,118.0,1.84375,5.950200269849276
19071,20,137.0,2.1076923076923078,6.051366537896402
19072,17,120.0,1.8461538461538463,6.254701858186366
19073,17,97.0,1.4477611940298507,6.254962604178605
19074,13,84.0,1.2537313432835822,6.699502637365608
19075,13,76.0,1.1343283582089552,7.0682785104463814
19076,15,84.0,1.2537313432835822,7.2110545783126145
19077,13,97.0,1.4923076923076923,7.396321014073741
19078,14,111.0,1.734375,7.590190320183741
19079,14,125.0,2.0161290322580645,7.558883796935491
19080,13,109.0,1.7301587301587302,7.830181160446906
19081,11,107.0,1.6984126984126984,8.191901699094556
19082,12,114.0,1.8095238095238095,8.373425671479286
19083,12,125.0,2.0491803278688523,8.550548225448216
19084,11,136.0,2.305084745762712,8.578306558773212
19085,12,147.0,2.45,8.404733062750344
19086,13,158.0,2.5901639344262297,8.009679134149103
19087,11,169.0,2.7704918032786887,8.03394868510029
19088,15,182.0,2.9836065573770494,7.800971250749
19089,15,196.0,3.2131147540983607,7.544674871611101
19090,14,210.0,3.442622950819672,7.48423310731133
19091,15,224.0,3.6129032258064515,7.238359721184062
19092,14,238.0,3.901639344262295,7.549303847300642
19093,17,254.0,4.096774193548387,7.371902912440864
19094,17,270.0,4.285714285714286,7.2821033951524585
19095,16,286.0,4.766666666666667,7.047751193415364
19096,17,302.0,5.033333333333333,6.824178966082286
19097,15,196.0,3.2666666666666666,6.602629919981097
19098,9,68.0,1.1147540983606556,6.774286846020701
19099,7,45.0,0.75,6.872755611692438
19100,9,54.0,0.9152542372881356,6.815095581462648
19101,11,64.0,1.0666666666666667,6.852614901016664
19102,11,75.0,1.25,7.065931761435369
19103,14,88.0,1.4666666666666666,7.071757823195998
19104,15,102.0,1.7,7.017723040400239
19105,16,117.0,1.9180327868852458,7.01054842355008
19106,16,90.0,1.4754098360655739,7.025296623402389
19107,16,84.0,1.3770491803278688,6.947164016994376
19108,13,81.0,1.3278688524590163,7.042313744820607
19109,15,95.0,1.532258064516129,6.925756901978051
19110,16,110.0,1.746031746031746,6.817215598509657
19111,15,125.0,2.0161290322580645,7.013701276022253
19112,18,142.0,2.2903225806451615,6.600658901541477
19113,19,133.0,2.180327868852459,6.124681657017946
19114,12,78.0,1.278688524590164,5.998749641036507
19115,10,38.0,0.6129032258064516,5.836788638288902
19116,7,23.0,0.3709677419354839,6.0360490133688485
19117,5,21.0,0.3387096774193548,6.587307766751366
19118,6,23.0,0.36507936507936506,7.12305095598712
19119,6,28.0,0.4444444444444444,7.613876271278282
19120,6,34.0,0.5666666666666667,7.924870615351055
19121,3,9.0,0.14754098360655737,8.344272084367873
19122,3,9.0,0.14754098360655737,8.421126091961609
19123,2,11.0,0.18032786885245902,8.829303652785658
19124,4,14.0,0.22580645161290322,9.038672463706165
19125,3,17.0,0.27419354838709675,9.45546902576408
19126,3,20.0,0.3225806451612903,9.888582921816484
19127,6,24.0,0.38095238095238093,9.781603213924694
19128,6,29.0,0.4603174603174603,9.830249065816147
19129,5,34.0,0.5396825396825397,9.766221092557013
19130,6,39.0,0.6190476190476191,9.218464185207754
19131,8,46.0,0.71875,8.843621792666333
19132,7,53.0,0.8548387096774194,8.448342615612109
19133,11,63.0,1.0,8.243992434687751
19134,12,74.0,1.1746031746031746,8.035056198463488
19135,13,87.0,1.380952380952381,8.007831436190436
19136,16,102.0,1.59375,7.810116117467686
19137,15,117.0,1.9180327868852458,7.738222822679853
19138,15,132.0,2.2,7.715245991713293
19139,16,118.0,1.903225806451613,7.273439016999896
19140,14,119.0,1.9508196721311475,7.092107939714584
19141,12,124.0,2.066666666666667,6.923643339766492
19142,13,136.0,2.305084745762712,6.7566184423105895
19143,14,149.0,2.4833333333333334,6.757907722687846
19144,14,163.0,2.716666666666667,6.756106959743377
19145,18,180.0,3.0,6.595369029417786
19146,15,122.0,2.033333333333333,6.467527997817822
19147,11,56.0,0.9333333333333333,6.2624719468700905
19148,11,40.0,0.6557377049180327,6.300366541700819
19149,10,43.0,0.6935483870967742,6.427321206299816
19150,11,54.0,0.8709677419354839,6.877869707817788
19151,15,68.0,1.0793650793650793,6.969806923723257
19152,15,82.0,1.28125,7.05484370524301
19153,16,98.0,1.5555555555555556,7.283065376967982
19154,16,83.0,1.3387096774193548,7.231402242158433
19155,16,75.0,1.1904761904761905,7.37985176540809
19156,15,74.0,1.1746031746031746,7.271285266853522
19157,15,78.0,1.21875,7.254638679949506
19158,15,88.0,1.353846153846154,7.075384278223941
19159,15,103.0,1.609375,7.1785063413475525
19160,18,120.0,1.935483870967742,6.917707405921128
19161,20,140.0,2.2950819672131146,6.726896423036435
19162,16,106.0,1.8275862068965518,6.268496578292454
19163,10,53.0,0.8833333333333333,5.921851514970185
19164,9,38.0,0.6440677966101694,5.871725368522926
19165,7,41.0,0.7068965517241379,6.351470769832134
19166,8,48.0,0.8421052631578947,6.788802802825546
19167,8,56.0,1.018181818181818,7.6225166800850985
19168,10,66.0,1.2222222222222223,8.372697094580507
19169,10,76.0,1.4074074074074074,8.715470237607507
19170,12,86.0,1.5636363636363637,8.652038358909206
19171,10,96.0,1.7777777777777777,8.954254248239918
19172,10,106.0,2.0,9.302034211725143
19173,13,117.0,2.1272727272727274,9.041638124006845
19174,11,128.0,2.327272727272727,9.282191961011762
19175,12,139.0,2.5272727272727273,9.076855563290794
19176,12,150.0,2.727272727272727,8.794198932329298
19177,11,161.0,2.9814814814814814,8.33257317890931
19178,13,173.0,3.2641509433962264,7.49450649580396
19179,14,185.0,3.425925925925926,6.502524655106246
19180,11,121.0,2.2830188679245285,6.575413812445359
19181,11,101.0,1.9056603773584906,6.5979339803210095
19182,11,87.0,1.6415094339622642,6.4556198137667735
19183,10,92.0,1.7358490566037736,6.835318241474536
19184,12,103.0,1.9433962264150944,6.7956978889370605
19185,13,115.0,2.1296296296296298,6.7952222182710065
19186,12,127.0,2.3962264150943398,6.906933165098994
19187,13,139.0,2.673076923076923,6.725302548359569
19188,14,104.0,1.9622641509433962,6.865905886548703
19189,12,86.0,1.6226415094339623,7.342044239138766
19190,15,100.0,1.8518518518518519,7.501521229706243
19191,15,114.0,2.0727272727272728,7.608338326114532
19192,15,129.0,2.3454545454545452,7.887348479919558
19193,16,144.0,2.618181818181818,7.6452459994358595
19194,15,159.0,2.890909090909091,7.576997964343106
19195,12,83.0,1.509090909090909,7.243193911549556
19196,8,42.0,0.75,7.042481698631085
19197,5,29.0,0.5178571428571429,6.974244339405197
19198,7,22.0,0.4,6.875180862883679
19199,9,21.0,0.375,6.777229950090335
19200,9,29.0,0.5087719298245614,6.934320333377043
19201,11,40.0,0.7272727272727273,7.242534781382029
19202,12,51.0,0.9107142857142857,7.348099960542369
19203,11,51.0,0.9272727272727272,7.277512124487579
19204,8,47.0,0.8545454545454545,7.604890602138399
19205,8,48.0,0.8571428571428571,7.960072535220376
19206,8,50.0,0.8771929824561403,8.492615617175368
19207,8,58.0,1.0175438596491229,9.10927447937739
19208,9,66.0,1.1379310344827587,9.153389723286152
19209,9,74.0,1.2982456140350878,9.007419644091163
19210,8,82.0,1.4642857142857142,8.782370658722384
19211,11,92.0,1.7358490566037736,8.045129784419531
19212,9,48.0,0.8888888888888888,7.8401514126996705
19213,5,40.0,0.7407407407407407,7.94701398615847
19214,6,45.0,0.8333333333333334,7.697606392817844
19215,7,51.0,0.9807692307692307,7.9177902480181235
19216,9,60.0,1.1538461538461537,8.031108939365549
19217,10,69.0,1.3018867924528301,7.9817681443056685
19218,9,78.0,1.56,7.85402545732952
19219,9,87.0,1.7755102040816326,7.894741734945952
19220,12,97.0,1.94,7.517891070113589
19221,10,51.0,1.02,7.451046605088355
19222,7,40.0,0.8163265306122449,7.348662369000954
19223,10,42.0,0.84,7.512500460211883
19224,9,47.0,0.9591836734693877,7.621450368271792
19225,10,57.0,1.163265306122449,7.665007483555169
19226,12,68.0,1.3877551020408163,7.377480851882058
19227,13,80.0,1.6326530612244898,6.8585979012017715
19228,13,93.0,1.9787234042553192,6.277501302715974
19229,14,92.0,1.9166666666666667,6.4116206978898544
19230,14,105.0,2.1875,6.361240599620732
19231,14,119.0,2.4791666666666665,6.819831068001135
19232,16,133.0,2.66,6.623251788109052
19233,15,147.0,2.94,6.319380415310002
19234,14,161.0,3.22,6.422595720667822
19235,16,175.0,3.3653846153846154,6.239589492519816
19236,15,164.0,3.215686274509804,6.186711415050811
19237,13,140.0,2.7450980392156863,6.393539633835806
19238,13,130.0,2.5,6.503928082090283
19239,12,129.0,2.5294117647058822,6.678470600759863
19240,10,128.0,2.5098039215686274,6.74564014689055
19241,11,134.0,2.576923076923077,6.862676363363348
19242,11,144.0,2.7169811320754715,6.918339653613914
19243,12,156.0,2.943396226415094,6.775020460650653
19244,9,60.0,1.1320754716981132,6.558153131875688
19245,5,24.0,0.4444444444444444,6.8226336898157
19246,5,29.0,0.5471698113207547,7.162631178431431
19247,6,34.0,0.6296296296296297,7.32998561055748
19248,9,42.0,0.7636363636363637,7.411244402703619
19249,8,50.0,0.9090909090909091,7.639791406988348
19250,10,59.0,1.0535714285714286,7.769522082600484
19251,12,70.0,1.2280701754385965,7.689437350754594
19252,13,83.0,1.4821428571428572,7.600021083006731
19253,15,97.0,1.7017543859649122,7.363959274184073
19254,16,112.0,1.9310344827586208,6.9318283393678275
19255,16,128.0,2.245614035087719,6.874760885175242
19256,18,146.0,2.56140350877193,6.783361071850504
19257,23,167.0,2.8793103448275863,6.295348206097849
19258,22,189.0,3.375,5.974875873236921
19259,23,212.0,3.925925925925926,5.606860664418
19260,24,235.0,4.351851851851852,5.436123731437771
19261,21,214.0,4.037735849056604,5.442811779663013
19262,17,110.0,2.0,5.384963687381193
19263,7,38.0,0.6909090909090909,5.781964499000872
19264,3,26.0,0.48148148148148145,6.255361481460714
19265,6,31.0,0.5740740740740741,6.638007372005929
19266,7,37.0,0.6727272727272727,7.1741472196940475
19267,6,43.0,0.7818181818181819,7.788189829794465
19268,9,51.0,0.9107142857142857,8.117847087689734
19269,9,59.0,1.0350877192982457,8.096030959301139
19270,8,29.0,0.5,8.222564811636458
19271,6,24.0,0.4067796610169492,8.359691785092869
19272,7,30.0,0.5,8.649074872519725
19273,7,37.0,0.6166666666666667,9.023412154252037
19274,8,45.0,0.75,9.085287468934272
19275,9,53.0,0.8688524590163934,8.95805517447253
19276,9,62.0,1.0333333333333334,8.5092935868574
19277,6,36.0,0.631578947368421,8.173106906213706
19278,8,41.0,0.7192982456140351,7.571342435173522
19279,7,48.0,0.8727272727272727,7.259684937910717
19280,8,55.0,1.0,7.106806061924383
19281,9,63.0,1.125,6.741418784465495
19282,9,72.0,1.3333333333333333,7.007180985717633
19283,12,82.0,1.5185185185185186,7.017410299819972
19284,12,93.0,1.690909090909091,7.324680536243711
19285,7,71.0,1.3396226415094339,7.564252804281776
19286,7,72.0,1.3584905660377358,7.58117379852312
19287,7,78.0,1.471698113207547,7.7092285359891175
19288,8,86.0,1.6538461538461537,8.144480051129442
19289,9,95.0,1.8627450980392157,8.514747426193535
19290,11,105.0,2.019230769230769,8.40292511982348
19291,11,116.0,2.230769230769231,8.255203401778795
19292,12,128.0,2.5098039215686274,7.960157366826628
19293,10,60.0,1.1538461538461537,7.4739271593998176
19294,9,51.0,0.9807692307692307,7.5326762465756705
19295,12,62.0,1.1923076923076923,7.332870213990464
19296,14,75.0,1.4150943396226414,7.318925982722232
19297,14,89.0,1.679245283018868,7.5053281926242335
19298,15,103.0,1.9074074074074074,7.538311197593554
19299,17,118.0,2.1454545454545455,7.229053032953737
19300,18,136.0,2.5660377358490565,7.019559464189884
19301,19,154.0,2.9056603773584904,6.716628057236522
19302,21,174.0,3.2222222222222223,6.677455411875125
19303,16,131.0,2.425925925925926,6.963035730359799
19304,17,139.0,2.5272727272727273,6.785828342104085
19305,18,156.0,2.7857142857142856,6.687078697021799
19306,18,174.0,3.107142857142857,6.599743024286261
19307,19,192.0,3.4285714285714284,6.193813468543242
19308,20,211.0,3.767857142857143,6.007021590231831
19309,22,233.0,4.236363636363636,6.05433981875025
19310,19,186.0,3.3214285714285716,6.1922139533313105
19311,12,88.0,1.543859649122807,6.304615006468134
19312,4,17.0,0.30357142857142855,6.439620159654292
19313,3,6.0,0.10526315789473684,6.818192531962212
19314,2,7.0,0.12280701754385964,7.4053746723170955
19315,3,10.0,0.17543859649122806,7.915692822955246
19316,8,16.0,0.27586206896551724,8.026556691046862
19317,6,22.0,0.39285714285714285,8.168611842559013
19318,4,11.0,0.19642857142857142,8.591820271642389
19319,6,16.0,0.2807017543859649,8.894846214340731
19320,6,22.0,0.38596491228070173,9.255762895779439
19321,6,28.0,0.5,9.477688131108506
19322,9,34.0,0.576271186440678,9.225242587620052
19323,6,40.0,0.7017543859649122,9.392335943626293
19324,8,48.0,0.8421052631578947,9.226327017239534
19325,11,57.0,0.9661016949152542,8.49000186931257
19326,6,33.0,0.5689655172413793,8.322620931582899
19327,4,27.0,0.47368421052631576,8.372269928010779
19328,6,31.0,0.543859649122807,8.31202813428242
19329,6,36.0,0.631578947368421,8.237589566495652
19330,5,41.0,0.7321428571428571,8.310203607294502
19331,6,46.0,0.8070175438596491,8.199682949527375
19332,6,52.0,0.9285714285714286,8.318438311992123
19333,7,59.0,1.0727272727272728,8.587831691391859
19334,9,66.0,1.1578947368421053,8.508279145428132
19335,8,73.0,1.2586206896551724,8.533643425364016
19336,8,81.0,1.396551724137931,8.628791544392675
19337,9,89.0,1.5344827586206897,8.41915747094968
19338,9,97.0,1.6440677966101696,8.36697160892173
19339,10,107.0,1.8448275862068966,8.315882708176131
19340,12,118.0,2.0,7.8846001190580415
19341,13,130.0,2.1666666666666665,7.335729971256142
19342,11,114.0,1.9655172413793103,6.96353557860841
19343,13,112.0,1.9310344827586208,6.750864860756832
19344,10,36.0,0.6101694915254238,6.729243437963967
19345,6,21.0,0.3559322033898305,6.929984926934094
19346,8,21.0,0.3559322033898305,7.100867843916663
19347,10,30.0,0.5084745762711864,7.3577655359694045
19348,11,41.0,0.6949152542372882,7.645265289221561
19349,12,52.0,0.8666666666666667,7.674960648054375
19350,12,63.0,1.0327868852459017,7.5764360240338
19351,12,75.0,1.25,7.316717325100872
19352,15,81.0,1.3278688524590163,7.170112788334441
19353,17,90.0,1.4754098360655739,7.0397771184897415
19354,15,104.0,1.7049180327868851,6.926236699296911
19355,20,123.0,1.9838709677419355,6.43145663890172
19356,24,146.0,2.3174603174603177,5.956958835937429
19357,25,171.0,2.7580645161290325,5.461961494289477
19358,26,196.0,3.111111111111111,5.108204319343623
19359,21,127.0,2.015873015873016,4.83849925918204
19360,14,84.0,1.3333333333333333,5.065313773439587
19361,13,73.0,1.140625,5.314235381125215
19362,14,80.0,1.2307692307692308,5.654132580687911
19363,14,94.0,1.46875,6.198067871957072
19364,16,109.0,1.703125,6.643449492891408
19365,15,124.0,1.9375,7.23377163543924
19366,16,140.0,2.2580645161290325,7.537979898295853
19367,16,98.0,1.53125,7.577024216953948
19368,11,67.0,1.0634920634920635,7.842556416093764
19369,7,47.0,0.746031746031746,8.261187517059051
19370,9,55.0,0.859375,8.275289711305096
19371,8,63.0,0.984375,8.21785003389515
19372,10,73.0,1.1587301587301588,8.004011860593398
19373,14,85.0,1.328125,7.61154741995532
19374,13,97.0,1.4923076923076923,7.61247092385184
19375,13,110.0,1.6923076923076923,7.559778727241138
19376,14,123.0,1.8636363636363635,7.562036994409014
19377,14,136.0,2.0606060606060606,7.54466121726123
19378,17,153.0,2.3181818181818183,7.757212442425856
19379,19,171.0,2.590909090909091,7.861896821178899
19380,20,190.0,2.8358208955223883,7.882377994034283
19381,19,209.0,3.1194029850746268,7.744323259854414
19382,20,228.0,3.3529411764705883,7.399813249036349
19383,21,248.0,3.5942028985507246,7.032174456901932
19384,20,268.0,3.8840579710144927,6.892953492738729
19385,18,208.0,3.1044776119402986,6.316793264110542
19386,18,205.0,3.106060606060606,6.094779202592014
19387,19,215.0,3.3076923076923075,5.979002199630696
19388,24,237.0,3.590909090909091,5.832001590160238
19389,23,260.0,3.9393939393939394,6.122049337458669
19390,25,285.0,4.318181818181818,6.235402491348742
19391,22,200.0,3.076923076923077,5.9920621339183215
19392,19,167.0,2.5692307692307694,5.991032069351185
19393,13,116.0,1.7846153846153847,6.456337234791177
19394,12,83.0,1.2575757575757576,6.696755788522424
19395,10,57.0,0.8507462686567164,6.830534636049905
19396,8,55.0,0.8208955223880597,7.201745621503619
19397,10,64.0,0.9411764705882353,7.61221244964334
19398,10,73.0,1.0579710144927537,7.835472519805986
19399,12,85.0,1.2318840579710144,7.936158408176942
19400,11,57.0,0.8382352941176471,7.900387755005332
19401,9,41.0,0.6029411764705882,8.099102915934964
19402,8,34.0,0.5151515151515151,8.368553596811694
19403,10,38.0,0.5846153846153846,8.511243175689197
19404,9,47.0,0.734375,8.398237772432541
19405,11,57.0,0.8769230769230769,7.966071009076393
19406,14,69.0,1.0298507462686568,7.337782495459997
19407,13,82.0,1.2238805970149254,6.897670623565582
19408,7,34.0,0.5151515151515151,6.812585082595654
19409,7,22.0,0.3333333333333333,6.811562146377163
19410,6,18.0,0.27692307692307694,7.201594654047018
19411,6,24.0,0.38095238095238093,7.977084411824062
19412,8,31.0,0.5,8.538812053655693
19413,8,39.0,0.6290322580645161,9.202072630783277
19414,8,47.0,0.7704918032786885,9.591140357489177
19415,10,55.0,0.8870967741935484,9.307029795235547
19416,9,63.0,1.0,9.163548698928695
19417,9,72.0,1.1428571428571428,9.281089242881169
19418,11,82.0,1.3015873015873016,9.252666736913175
19419,11,92.0,1.4375,9.111087078518931
19420,10,102.0,1.619047619047619,9.032518270780908
19421,12,113.0,1.7936507936507937,8.752898484596573
19422,13,126.0,2.032258064516129,8.54822168582852
19423,15,141.0,2.3114754098360657,8.045506481969584
19424,17,157.0,2.5737704918032787,7.382964570426862
19425,21,176.0,2.838709677419355,6.681110807896287
19426,18,152.0,2.533333333333333,6.380102285794662
19427,18,143.0,2.3442622950819674,6.176618083416386
19428,16,137.0,2.2459016393442623,6.130347173730578
19429,17,146.0,2.3548387096774195,6.034113771205761
19430,18,163.0,2.5873015873015874,5.886930331878475
19431,18,181.0,2.873015873015873,5.931044034618826
19432,20,201.0,3.2419354838709675,5.979707584314504
19433,24,223.0,3.5396825396825395,5.77773730226277
19434,19,188.0,2.984126984126984,6.09829951034281
19435,20,190.0,2.96875,6.240691670454761
19436,19,195.0,3.0,6.473472194558642
19437,20,214.0,3.34375,6.1708186567959125
19438,19,233.0,3.640625,6.081996230676614
19439,22,254.0,3.9076923076923076,5.817798402411892
19440,21,195.0,3.046875,5.396681009012372
19441,17,124.0,1.9375,5.464689882315751
19442,13,63.0,0.984375,5.518475442591427
19443,13,48.0,0.75,5.863019921515736
19444,12,50.0,0.7936507936507936,6.186849950817852
19445,12,59.0,0.921875,6.223720754730059
19446,12,71.0,1.109375,6.649238003343488
19447,14,85.0,1.3492063492063493,6.8515253189003
19448,15,100.0,1.6129032258064515,6.863992275013073
19449,13,68.0,1.096774193548387,6.9207012901229215
19450,10,61.0,0.9682539682539683,7.054664457127373
19451,8,60.0,0.9523809523809523,7.344886031952496
19452,8,65.0,1.0317460317460319,7.566737888460365
19453,8,72.0,1.125,7.814677594470398
19454,8,80.0,1.2903225806451613,7.988268964239093
19455,10,89.0,1.4126984126984128,8.220922625534849
19456,11,99.0,1.546875,8.266211640108732
19457,9,78.0,1.21875,8.15654358574514
19458,7,47.0,0.7230769230769231,8.112720205201006
19459,4,46.0,0.71875,8.331902515111397
19460,6,51.0,0.7846153846153846,8.757775256672458
19461,7,57.0,0.8769230769230769,9.068791758816346
19462,6,63.0,0.984375,9.57774971426715
19463,6,69.0,1.0952380952380953,9.828516777115263
19464,8,75.0,1.1538461538461537,9.48061531087892
19465,6,81.0,1.265625,9.088734334957442
