step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed
5553,10,69.0,1.2545454545454546,8.230751402144536
5554,10,79.0,1.4363636363636363,8.5519147228061
5555,11,89.0,1.5892857142857142,8.498645143261411
5556,11,99.0,1.7678571428571428,8.250164302466857
5557,11,110.0,1.9642857142857142,8.27979658198478
5558,12,122.0,2.259259259259259,8.001339717561855
5559,15,135.0,2.4545454545454546,7.824590131130848
5560,13,148.0,2.8461538461538463,7.851808842399093
5561,14,162.0,3.176470588235294,7.808127608170857
5562,17,177.0,3.339622641509434,7.454406669223266
5563,16,193.0,3.641509433962264,7.195336199424006
5564,17,209.0,4.098039215686274,6.558186349576588
5565,18,226.0,4.431372549019608,6.350676852307425
5566,18,244.0,4.784313725490196,6.334626673580722
5567,21,264.0,5.28,6.005744868876381
5568,17,208.0,4.16,5.939410844217943
5569,14,171.0,3.489795918367347,6.155596589590587
5570,13,167.0,3.34,6.423176624751087
5571,14,167.0,3.4081632653061225,6.624380736408056
5572,13,169.0,3.4489795918367347,6.821616011443628
5573,10,115.0,2.3,6.731043424450537
5574,10,91.0,1.7843137254901962,6.660298658153363
5575,8,74.0,1.4509803921568627,6.740848512597774
5576,9,42.0,0.8076923076923077,6.868862957485073
5577,10,33.0,0.6226415094339622,6.908981506237608
5578,11,44.0,0.8301886792452831,7.053358463594221
5579,11,55.0,1.0377358490566038,7.083568387602893
5580,16,69.0,1.2545454545454546,6.8393546654901005
5581,14,83.0,1.509090909090909,6.957208681230319
5582,16,98.0,1.7818181818181817,6.637888518368629
5583,15,72.0,1.2857142857142858,6.569602687107182
5584,13,81.0,1.4464285714285714,6.750921158957026
5585,15,92.0,1.6727272727272726,6.483918900965801
5586,15,106.0,1.962962962962963,6.278375591389069
5587,18,124.0,2.3846153846153846,5.970313043850793
5588,20,143.0,2.69811320754717,5.736755594881774
5589,19,162.0,3.056603773584906,5.853600874269939
5590,17,127.0,2.3962264150943398,6.047440192579455
5591,14,71.0,1.290909090909091,6.150771070865935
5592,10,55.0,0.9821428571428571,6.4392942786873055
5593,9,48.0,0.8571428571428571,6.955698122258496
5594,9,52.0,0.9285714285714286,7.13366781743522
5595,8,56.0,0.9824561403508771,7.4518736156696255
5596,7,63.0,1.1454545454545455,7.872091229116438
5597,10,72.0,1.309090909090909,8.1315509964949
5598,10,82.0,1.5185185185185186,8.47290300906516
5599,10,92.0,1.7358490566037736,8.73454469299374
5600,12,102.0,1.8545454545454545,8.436317421105883
5601,11,112.0,2.0,8.402863810991908
5602,12,124.0,2.2142857142857144,8.762427465692008
5603,13,136.0,2.3859649122807016,8.719414005492078
5604,13,148.0,2.5517241379310347,8.707195615147537
5605,12,160.0,2.7586206896551726,8.699749338634144
5606,13,172.0,3.017543859649123,8.111048026712387
5607,14,185.0,3.245614035087719,7.384447072716148
5608,13,198.0,3.473684210526316,6.9362687834143655
5609,15,153.0,2.732142857142857,6.42781436988825
5610,14,142.0,2.581818181818182,6.468186929540827
5611,13,131.0,2.381818181818182,6.617281149846702
5612,15,121.0,2.240740740740741,6.643606307162979
5613,16,135.0,2.4107142857142856,6.701254153768021
5614,14,149.0,2.709090909090909,7.025579932881642
5615,15,163.0,2.963636363636364,6.8390145267335365
5616,16,178.0,3.1785714285714284,6.841207356462475
5617,12,152.0,2.7142857142857144,6.91806433060867
5618,12,158.0,2.8214285714285716,7.151917558096032
5619,15,171.0,2.9482758620689653,7.038522253083897
5620,14,185.0,3.245614035087719,6.841435078968673
5621,16,200.0,3.5714285714285716,6.26366571701314
5622,13,110.0,1.9642857142857142,6.1219162331566155
5623,15,90.0,1.6071428571428572,6.143803571876044
5624,13,49.0,0.8448275862068966,6.131537401318891
5625,9,40.0,0.6779661016949152,6.450279584587975
5626,9,39.0,0.6610169491525424,6.863204313524419
5627,10,41.0,0.6949152542372882,6.980019054970999
5628,9,50.0,0.847457627118644,7.18306398588661
5629,10,60.0,1.0344827586206897,7.389872284445609
5630,14,74.0,1.2982456140350878,7.489965202241801
5631,16,89.0,1.5614035087719298,7.11516373810827
5632,12,59.0,1.0535714285714286,7.17599623681622
5633,11,51.0,0.8793103448275862,7.205363754724338
5634,11,54.0,0.9152542372881356,7.554842289926976
5635,10,64.0,1.0847457627118644,7.908401695709643
5636,14,76.0,1.2459016393442623,7.913462188885899
5637,14,89.0,1.459016393442623,7.880059955058327
5638,13,101.0,1.6557377049180328,7.89479317353279
5639,10,80.0,1.3333333333333333,7.904958702114472
5640,9,73.0,1.1967213114754098,7.890529249337869
5641,7,75.0,1.25,8.127946693039085
5642,9,83.0,1.360655737704918,8.11461535886791
5643,11,92.0,1.4838709677419355,8.109920273254339
5644,9,101.0,1.6833333333333333,8.350058066515082
5645,11,111.0,1.85,8.438735151007645
5646,11,121.0,2.0166666666666666,8.42672647594355
5647,12,133.0,2.2542372881355934,8.4869570792342
5648,13,145.0,2.457627118644068,8.231622564132309
5649,14,158.0,2.6333333333333333,8.09328378181983
5650,11,116.0,1.9333333333333333,8.219908152670092
5651,9,96.0,1.6,8.23298812401524
5652,9,86.0,1.4333333333333333,8.100649098948448
5653,9,89.0,1.4833333333333334,8.082882500968925
5654,10,98.0,1.6896551724137931,7.790198839247943
5655,13,110.0,1.8644067796610169,7.410714172787685
5656,13,122.0,2.033333333333333,6.928418529475247
5657,15,136.0,2.2295081967213113,6.582599482459887
5658,15,103.0,1.6612903225806452,6.697117048251581
5659,14,96.0,1.5483870967741935,6.790939548428647
5660,18,99.0,1.596774193548387,6.791334960986729
5661,17,115.0,1.8548387096774193,6.92943238675447
5662,19,133.0,2.111111111111111,6.749464344101209
5663,19,151.0,2.359375,6.543965087967872
5664,22,172.0,2.646153846153846,6.2194511122897005
5665,19,153.0,2.390625,6.117125858940939
5666,17,137.0,2.1746031746031744,5.913116025999197
5667,14,128.0,2.0,6.120448152890939
5668,12,126.0,2.0,6.309569778116726
5669,13,136.0,2.0923076923076924,6.139369746195116
5670,14,149.0,2.292307692307692,6.224936927206588
5671,11,80.0,1.2307692307692308,6.62592190016954
5672,13,72.0,1.0909090909090908,6.920437975788442
5673,11,49.0,0.7424242424242424,7.221859486499116
5674,8,39.0,0.5909090909090909,7.608402516338297
5675,9,36.0,0.5373134328358209,7.952753386459365
5676,8,37.0,0.5441176470588235,8.390216551951802
5677,8,45.0,0.6818181818181818,8.593855580064377
5678,9,54.0,0.8181818181818182,8.884335617869217
5679,10,63.0,0.9402985074626866,8.840740801857635
5680,9,72.0,1.1076923076923078,8.596325211146866
5681,13,84.0,1.2727272727272727,8.244502694622723
5682,16,99.0,1.4776119402985075,7.923222704763039
5683,17,116.0,1.7575757575757576,7.591924402770233
5684,19,133.0,1.9558823529411764,7.173461121732946
5685,19,151.0,2.2205882352941178,6.63585048244006
5686,20,171.0,2.5522388059701493,6.362568993222619
5687,24,194.0,2.8955223880597014,5.89891846383364
5688,20,158.0,2.4307692307692306,5.568469142010063
5689,17,146.0,2.28125,5.845611720182525
5690,17,137.0,2.0757575757575757,5.96355254969129
5691,11,66.0,1.0153846153846153,6.35116929465499
5692,8,54.0,0.84375,6.774870329921342
5693,8,56.0,0.8615384615384616,7.270793556415783
5694,10,61.0,0.953125,7.91184234102072
5695,8,68.0,1.0793650793650793,8.521863974544608
5696,9,76.0,1.2459016393442623,8.799440841581545
5697,9,84.0,1.3770491803278688,8.880048980069402
5698,8,92.0,1.5081967213114753,9.146022314442908
5699,6,40.0,0.6557377049180327,9.261723536358776
5700,7,35.0,0.5645161290322581,9.212968486650922
5701,6,41.0,0.6949152542372882,9.097944672530431
5702,7,47.0,0.8103448275862069,8.654788477595007
5703,7,53.0,0.9137931034482759,8.509444913294884
5704,6,59.0,1.0350877192982457,8.412727458603051
5705,10,68.0,1.1929824561403508,8.15463587641032
5706,10,71.0,1.2678571428571428,8.033323082554046
5707,11,79.0,1.4107142857142858,7.8041359903447844
5708,11,88.0,1.543859649122807,7.766233116926342
5709,10,98.0,1.7818181818181817,7.882879471286396
5710,11,109.0,2.0185185185185186,7.786589426718823
5711,14,122.0,2.259259259259259,7.298193488272331
5712,16,136.0,2.4285714285714284,6.943571277017793
5713,15,151.0,2.7962962962962963,6.535302958904783
5714,13,130.0,2.3636363636363638,6.559835781282543
5715,14,142.0,2.6792452830188678,6.177080521837268
5716,13,155.0,2.980769230769231,6.183229160007769
5717,14,169.0,3.3137254901960786,6.292928188962184
5718,16,184.0,3.5384615384615383,6.375460460870027
5719,18,201.0,3.8653846153846154,6.42529608897297
5720,15,113.0,2.173076923076923,6.725434791257988
5721,15,104.0,1.9622641509433962,6.626567835953514
5722,13,101.0,1.9423076923076923,6.7845308619145035
5723,15,109.0,2.056603773584906,6.87848082136318
5724,15,123.0,2.3207547169811322,6.706483045772335
5725,16,138.0,2.5555555555555554,6.653001054395388
5726,17,154.0,2.8518518518518516,6.479429876697924
5727,18,171.0,3.109090909090909,6.588526206543703
5728,18,189.0,3.5,6.641962216649996
5729,19,207.0,3.9056603773584904,6.477188835207657
5730,20,227.0,4.283018867924528,6.736228474839812
5731,21,248.0,4.679245283018868,6.674673791570991
5732,20,198.0,3.6,6.636292948342366
5733,16,172.0,3.1272727272727274,6.743973923119166
5734,14,175.0,3.1818181818181817,6.897816289412285
5735,14,179.0,3.3773584905660377,6.804152571253961
5736,14,183.0,3.388888888888889,6.94382621242411
5737,9,148.0,2.8461538461538463,6.915682729088951
5738,9,149.0,2.8653846153846154,6.855644123402787
5739,11,159.0,3.0,6.767334689239398
5740,8,97.0,1.8653846153846154,6.94248906379752
5741,7,51.0,0.9622641509433962,7.329150140422693
5742,4,21.0,0.39622641509433965,7.7214201001821845
5743,3,11.0,0.20754716981132076,8.144711104916064
5744,8,16.0,0.2857142857142857,7.962687861721771
5745,8,24.0,0.42857142857142855,8.148067094504102
5746,10,34.0,0.6296296296296297,8.17381803499152
5747,10,33.0,0.5892857142857143,7.93671428292855
5748,9,38.0,0.6666666666666666,8.009880713538989
5749,10,48.0,0.8571428571428571,8.303984189052361
5750,12,59.0,1.0350877192982457,8.31580350878501
5751,12,70.0,1.2280701754385965,8.251153265230098
5752,12,82.0,1.4642857142857142,8.261959136596342
5753,12,94.0,1.709090909090909,7.912476994836566
5754,14,107.0,1.9454545454545455,7.552809345395729
5755,10,79.0,1.4363636363636363,7.624002837205267
5756,10,71.0,1.2678571428571428,7.6504226871205026
5757,10,74.0,1.2758620689655173,7.565154966773529
5758,8,82.0,1.4642857142857142,7.4570180510574176
5759,10,91.0,1.5964912280701755,7.429514162870968
5760,10,100.0,1.7241379310344827,7.6692591602158
5761,9,109.0,1.981818181818182,7.970570088102433
5762,9,118.0,2.1454545454545455,8.410709502395319
5763,11,128.0,2.2857142857142856,8.568872373851018
5764,10,138.0,2.4642857142857144,8.65206274811084
5765,12,149.0,2.6140350877192984,8.27064889879963
5766,13,160.0,2.711864406779661,8.04737906854179
5767,11,171.0,2.9482758620689653,7.9826778392261755
5768,13,183.0,3.1016949152542375,7.6595773876167215
5769,12,141.0,2.35,7.527675922953003
5770,10,130.0,2.2033898305084745,7.395078870689973
5771,13,142.0,2.4482758620689653,6.977206513841195
5772,17,158.0,2.6779661016949152,6.5766542190007335
5773,13,124.0,2.1016949152542375,6.604398136838741
5774,14,94.0,1.5666666666666667,6.527988918264992
5775,14,76.0,1.2881355932203389,6.4890271164864695
5776,14,77.0,1.305084745762712,6.873101447358082
5777,15,91.0,1.5689655172413792,6.706283549873686
5778,16,106.0,1.8275862068965518,6.368004149026994
5779,17,123.0,2.1206896551724137,6.259308168365154
5780,20,142.0,2.406779661016949,6.129326037291944
5781,15,106.0,1.7966101694915255,6.207766199962536
5782,18,124.0,2.1379310344827585,6.32042920136833
5783,22,144.0,2.440677966101695,6.155386514931492
5784,21,165.0,2.7966101694915255,6.107840339372425
5785,21,186.0,3.152542372881356,5.807903626525816
5786,21,145.0,2.377049180327869,5.431934439931731
5787,17,132.0,2.1639344262295084,5.493187034500604
5788,14,90.0,1.4754098360655739,5.85962524135259
5789,11,65.0,1.0483870967741935,6.050864443733739
5790,10,50.0,0.7936507936507936,6.31971909256261
5791,11,60.0,0.967741935483871,6.6792544661097155
5792,13,72.0,1.1428571428571428,7.00218588320085
5793,14,85.0,1.328125,7.390725163597739
5794,13,98.0,1.53125,7.765166458101984
5795,14,111.0,1.734375,7.845717308697339
5796,11,71.0,1.1451612903225807,7.8362785957180305
5797,8,50.0,0.8064516129032258,8.055549785849044
5798,9,39.0,0.639344262295082,7.862948890697763
5799,9,37.0,0.5967741935483871,7.999380023689259
5800,10,38.0,0.6229508196721312,8.221895056523305
5801,10,46.0,0.7540983606557377,8.25144137773753
5802,11,56.0,0.9032258064516129,8.19874504559257
5803,11,67.0,1.098360655737705,8.011533851422039
5804,12,79.0,1.3389830508474576,7.696715687639219
5805,14,92.0,1.5333333333333334,7.365268170665598
5806,14,106.0,1.8275862068965518,7.161787823935855
5807,15,120.0,2.0689655172413794,7.174178079164911
5808,15,134.0,2.2711864406779663,7.331070230670001
5809,16,150.0,2.586206896551724,7.43747870511663
5810,17,166.0,2.8620689655172415,7.235002878673094
5811,18,183.0,3.1016949152542375,6.952442711627
5812,18,200.0,3.3333333333333335,6.752330440688467
5813,18,217.0,3.6166666666666667,6.457033146098409
5814,16,177.0,2.901639344262295,6.399726240474099
5815,17,181.0,3.0166666666666666,6.485908828344462
5816,17,186.0,3.0491803278688523,6.563999297446097
5817,16,193.0,3.1639344262295084,6.425959794543997
5818,14,153.0,2.5081967213114753,6.392095344805918
5819,14,107.0,1.7258064516129032,6.365603389010021
5820,11,102.0,1.6721311475409837,6.510684303369348
5821,11,112.0,1.8360655737704918,6.825491064181351
5822,11,49.0,0.8032786885245902,7.092839371085057
5823,11,46.0,0.7540983606557377,7.446483975866359
5824,11,50.0,0.8064516129032258,7.621809386410655
5825,12,61.0,0.9682539682539683,7.901093170460602
5826,13,73.0,1.140625,8.145983733219182
5827,14,86.0,1.34375,8.31753909862268
5828,14,99.0,1.546875,8.28757176348119
5829,10,74.0,1.15625,8.378231651844056
5830,9,63.0,0.984375,8.698017646011378
5831,10,57.0,0.890625,8.747419595763153
5832,10,56.0,0.8615384615384616,8.298406775251092
5833,8,64.0,0.9846153846153847,8.39001234404271
5834,10,73.0,1.123076923076923,8.12563962355807
5835,8,42.0,0.6774193548387096,7.865465808362818
5836,6,43.0,0.7166666666666667,7.992431479919598
5837,5,14.0,0.23728813559322035,7.968908767855678
5838,5,7.0,0.11666666666666667,8.015480230932548
5839,4,11.0,0.18333333333333332,8.276728202626876
5840,5,15.0,0.2459016393442623,8.310522218180209
5841,5,19.0,0.3064516129032258,8.497026152746825
5842,6,25.0,0.4098360655737705,9.141942741121884
5843,7,31.0,0.5166666666666667,9.40180716175499
5844,7,37.0,0.6065573770491803,9.379393531720781
5845,6,43.0,0.7166666666666667,9.283260119761128
5846,7,50.0,0.8333333333333334,9.170296992712055
5847,10,58.0,0.9354838709677419,8.964594822570065
5848,10,68.0,1.1147540983606556,9.191087748756972
5849,12,79.0,1.2950819672131149,9.16552622988704
5850,12,90.0,1.5,9.002349145087457
5851,11,101.0,1.7413793103448276,8.741658653053346
5852,12,112.0,1.8983050847457628,8.226177435816743
5853,13,124.0,2.066666666666667,7.388354789085687
5854,13,137.0,2.283333333333333,6.814131228659037
5855,17,146.0,2.3934426229508197,6.389596531315739
5856,17,161.0,2.639344262295082,6.305229799763939
5857,20,181.0,2.9672131147540983,6.1325084967114805
5858,22,201.0,3.1904761904761907,5.9400127667045055
5859,23,223.0,3.484375,5.93807963969105
5860,23,246.0,3.84375,6.113896874996572
5861,25,270.0,4.153846153846154,6.1709488509388795
5862,27,296.0,4.553846153846154,5.712400285641126
5863,23,270.0,4.153846153846154,5.57737188197404
5864,23,283.0,4.287878787878788,5.314811891701032
5865,25,307.0,4.582089552238806,5.290473768423059
5866,27,334.0,4.985074626865671,5.568027784785881
5867,26,272.0,4.0,5.6642083959014835
5868,23,242.0,3.5072463768115942,5.6510642039899475
5869,22,237.0,3.4347826086956523,5.780201388674007
5870,20,171.0,2.4782608695652173,5.905900645515596
5871,16,108.0,1.565217391304348,6.025720591177181
5872,13,71.0,1.0289855072463767,6.502435740535494
5873,9,45.0,0.6818181818181818,6.876889618359049
5874,8,47.0,0.7121212121212122,7.078352214066893
5875,11,57.0,0.8507462686567164,7.263341023399801
5876,11,68.0,1.0149253731343284,7.56650583795014
5877,14,81.0,1.208955223880597,7.641351021872251
5878,12,51.0,0.7611940298507462,7.674283545862975
5879,10,47.0,0.7014925373134329,7.63973325415973
5880,7,45.0,0.6923076923076923,7.6714648960448155
5881,8,46.0,0.696969696969697,7.683676412995901
5882,9,54.0,0.8307692307692308,7.565542321563131
5883,9,63.0,0.984375,7.8173582008295615
5884,8,49.0,0.8032786885245902,7.75385846447379
5885,9,57.0,0.9344262295081968,8.106235970109298
5886,9,66.0,1.0819672131147542,8.561161022338831
5887,9,75.0,1.271186440677966,8.733280997874118
5888,10,85.0,1.4406779661016949,8.900532227240214
5889,11,95.0,1.6101694915254237,8.834956518518517
5890,11,106.0,1.7966101694915255,8.996086995308149
5891,11,117.0,2.0172413793103448,8.777774444685008
5892,14,129.0,2.15,8.353412108105129
5893,12,141.0,2.389830508474576,8.213741927749595
5894,13,153.0,2.593220338983051,8.030955944388936
5895,14,166.0,2.8135593220338984,7.792022841769506
5896,9,94.0,1.5932203389830508,7.794843449404623
5897,10,82.0,1.3442622950819672,7.345651437719658
5898,9,78.0,1.2580645161290323,7.1898414242975175
5899,10,88.0,1.4193548387096775,6.994482906624279
5900,12,98.0,1.5806451612903225,6.796062845124963
5901,14,110.0,1.71875,6.558593439680964
5902,15,125.0,1.953125,6.415034029402816
5903,16,141.0,2.203125,6.490038261559496
5904,17,113.0,1.7121212121212122,6.582574593248386
5905,14,109.0,1.6515151515151516,6.8462604957219515
5906,14,116.0,1.7846153846153847,6.9120813256253255
5907,16,131.0,1.9848484848484849,6.745416963798949
5908,15,146.0,2.212121212121212,6.676926285466047
5909,18,163.0,2.4696969696969697,6.2480230006491375
5910,18,181.0,2.742424242424242,6.103915518142804
5911,16,154.0,2.3692307692307693,6.224940008226889
5912,16,134.0,2.09375,6.071544281761602
5913,14,122.0,1.90625,6.117887582301929
5914,11,120.0,1.935483870967742,6.425141201039654
5915,12,125.0,1.9841269841269842,6.68812373730412
5916,11,100.0,1.5873015873015872,6.825352720218144
5917,10,78.0,1.2580645161290323,7.129240980187651
5918,11,61.0,0.953125,6.935130064020872
5919,9,28.0,0.4375,7.054626825445092
5920,6,18.0,0.27692307692307694,7.335456699861296
5921,6,23.0,0.3484848484848485,7.589611475229306
5922,6,28.0,0.42424242424242425,8.04517168976392
5923,6,34.0,0.5151515151515151,8.55993557785213
5924,6,40.0,0.6153846153846154,8.833608635795484
5925,8,46.0,0.696969696969697,8.956081236903357
5926,6,52.0,0.7878787878787878,9.267781362345442
5927,7,59.0,0.9076923076923077,9.173958924358855
5928,11,68.0,1.0303030303030303,8.786607606221104
5929,10,78.0,1.1818181818181819,8.78243304699826
5930,12,90.0,1.3846153846153846,8.69480378307372
5931,14,103.0,1.5846153846153845,8.259630668400584
5932,15,118.0,1.84375,8.002926890349283
5933,14,87.0,1.359375,7.571870648564385
5934,11,80.0,1.2698412698412698,7.303488757763135
5935,8,78.0,1.2380952380952381,7.414786132271963
5936,6,80.0,1.2903225806451613,7.4002484097391585
5937,8,42.0,0.6774193548387096,7.121537602307119
5938,5,37.0,0.6271186440677966,7.097213848488835
5939,8,44.0,0.7333333333333333,7.2526947306861915
5940,8,51.0,0.8360655737704918,7.421655872121953
5941,9,60.0,0.9836065573770492,7.563736979822004
5942,10,70.0,1.1475409836065573,7.8951093768932425
5943,13,82.0,1.3225806451612903,7.928293458179541
5944,12,94.0,1.540983606557377,8.153207263127655
5945,10,63.0,1.0327868852459017,8.135503586778622
5946,10,63.0,1.0327868852459017,7.819243681232336
5947,10,72.0,1.1612903225806452,7.605465608501656
5948,10,82.0,1.3442622950819672,7.489691014903418
5949,14,95.0,1.5573770491803278,7.34331769294678
5950,13,108.0,1.7704918032786885,7.310767847600446
5951,15,123.0,2.0847457627118646,6.762317230933261
5952,14,96.0,1.6,6.238766626550347
5953,9,77.0,1.2833333333333334,6.327109779128365
5954,8,62.0,1.0163934426229508,6.48786325220044
5955,7,61.0,1.0166666666666666,6.5693273885451795
5956,8,69.0,1.1896551724137931,6.930236749328257
5957,9,77.0,1.3275862068965518,7.398181910483298
5958,11,86.0,1.4333333333333333,7.73174315763871
5959,9,95.0,1.6379310344827587,8.09015525060999
5960,8,83.0,1.456140350877193,8.227949523408515
5961,6,80.0,1.4035087719298245,8.322819948461678
5962,5,85.0,1.5454545454545454,8.336371575301367
5963,6,91.0,1.6545454545454545,8.45448414118952
5964,8,98.0,1.75,8.5535533873215
5965,7,42.0,0.75,8.44847709242392
5966,7,19.0,0.34545454545454546,8.28366930021625
5967,7,25.0,0.46296296296296297,8.047686329657077
5968,8,32.0,0.5818181818181818,7.924790809044597
5969,11,42.0,0.75,7.8711497369115175
5970,12,53.0,0.9636363636363636,7.627596510762578
5971,12,65.0,1.1818181818181819,7.834642042267814
5972,13,77.0,1.375,7.592910673784142
5973,16,92.0,1.6140350877192982,7.366261186189237
5974,16,108.0,1.9636363636363636,6.790023431862253
5975,18,125.0,2.272727272727273,6.422340965656222
5976,21,145.0,2.5892857142857144,6.241088872824889
5977,20,165.0,2.9464285714285716,6.004732911116205
5978,20,166.0,2.912280701754386,5.6078382171436525
5979,20,182.0,3.1379310344827585,5.2262770347889305
5980,22,204.0,3.5789473684210527,4.9176302525378235
5981,24,228.0,4.0,4.62100707657066
5982,24,198.0,3.473684210526316,4.372475784988248
5983,20,180.0,3.103448275862069,4.382410274324251
5984,17,175.0,3.0172413793103448,4.839554277491273
5985,18,181.0,3.175438596491228,5.096627942938205
5986,15,110.0,1.9298245614035088,5.421574517284833
5987,11,75.0,1.3636363636363635,6.029090750402709
5988,12,54.0,0.9642857142857143,6.501409161939236
5989,12,57.0,1.0,6.763844260511842
5990,11,66.0,1.1379310344827587,7.039978357725718
5991,11,76.0,1.2881355932203389,7.201906541367217
5992,13,89.0,1.5084745762711864,7.495712906731381
5993,10,53.0,0.8833333333333333,7.662736683176494
5994,7,35.0,0.5737704918032787,7.688860983886594
5995,6,33.0,0.5409836065573771,7.867258991997085
5996,8,39.0,0.6290322580645161,7.948978474425301
5997,8,46.0,0.7301587301587301,7.924894290679919
5998,7,53.0,0.8548387096774194,8.08860691492156
5999,9,61.0,0.9682539682539683,8.28280548616642
6000,12,71.0,1.0923076923076922,8.275456531308024
6001,8,59.0,0.9516129032258065,8.36502357708873
6002,6,46.0,0.7301587301587301,8.716503327669447
6003,6,48.0,0.7619047619047619,8.890943672059988
6004,5,53.0,0.8548387096774194,9.29743927379794
6005,6,58.0,0.9508196721311475,9.4934195208785
6006,6,63.0,1.05,9.33498706724284
6007,5,68.0,1.152542372881356,9.146141138857065
6008,8,75.0,1.271186440677966,8.90002257679971
6009,10,84.0,1.423728813559322,8.555555033226113
6010,9,93.0,1.576271186440678,8.504900944430577
6011,10,102.0,1.7586206896551724,8.211727805115757
6012,10,112.0,1.9310344827586208,8.354720157534109
6013,10,122.0,2.103448275862069,8.321029759481457
6014,11,81.0,1.35,8.232944228492611
6015,10,55.0,0.9016393442622951,8.140538977654463
6016,9,64.0,1.0491803278688525,8.017378728970709
6017,10,73.0,1.1774193548387097,7.76926320735018
6018,12,84.0,1.3333333333333333,7.455030219410834
6019,13,86.0,1.3870967741935485,7.438025184764797
6020,15,100.0,1.5873015873015872,7.271842627179466
6021,15,114.0,1.78125,7.139038667893464
6022,16,130.0,2.03125,7.257505053139631
6023,17,146.0,2.246153846153846,7.178589436799126
6024,19,164.0,2.484848484848485,7.187091337110215
6025,19,183.0,2.772727272727273,7.187156470961514
6026,19,202.0,3.0606060606060606,7.168486259027654
6027,18,152.0,2.303030303030303,6.842880587219862
6028,15,135.0,2.076923076923077,6.72859477195078
6029,17,134.0,2.0303030303030303,6.511234400406538
6030,17,150.0,2.272727272727273,6.36800869616749
6031,14,106.0,1.65625,6.238959511835741
6032,16,81.0,1.2272727272727273,6.319644087382156
6033,14,69.0,1.0615384615384615,6.355160272715055
6034,9,43.0,0.6615384615384615,6.907101899005652
6035,7,35.0,0.546875,7.432705163471244
6036,6,41.0,0.640625,8.048309723874853
6037,7,48.0,0.7619047619047619,8.54097998740554
6038,9,55.0,0.8461538461538461,8.703333988011803
6039,10,64.0,1.0,8.945427475757901
6040,10,74.0,1.15625,9.219132981573237
6041,10,84.0,1.3125,9.228522513242751
6042,10,59.0,0.9076923076923077,9.050770577068981
6043,7,44.0,0.6875,9.228238529495515
6044,8,50.0,0.78125,9.088407033828393
6045,9,58.0,0.9354838709677419,8.643146944169711
6046,8,66.0,1.0819672131147542,8.589962926226868
6047,9,75.0,1.2295081967213115,8.552982981620136
6048,11,86.0,1.4333333333333333,8.589321169685764
6049,11,97.0,1.6440677966101696,8.653107747229903
6050,13,109.0,1.847457627118644,8.630814567276687
6051,15,122.0,2.0677966101694913,8.430646483401164
6052,13,135.0,2.3275862068965516,8.30390628984576
6053,14,148.0,2.5084745762711864,8.16016235840087
6054,15,161.0,2.683333333333333,7.745536104862037
6055,15,176.0,2.983050847457627,7.739519457231359
6056,16,191.0,3.183333333333333,7.68705907012662
6057,16,206.0,3.433333333333333,7.596014701807305
6058,16,222.0,3.76271186440678,7.215490985788175
6059,17,238.0,4.033898305084746,6.609867815541757
6060,15,187.0,3.169491525423729,6.565515153462579
6061,13,179.0,3.086206896551724,6.322020439986264
6062,16,193.0,3.2711864406779663,5.927192724440582
6063,11,118.0,2.0,6.138011760833066
6064,12,113.0,1.8833333333333333,6.274417028527209
6065,13,126.0,2.1,6.501364489956066
6066,14,139.0,2.316666666666667,6.689369350674218
6067,16,154.0,2.5245901639344264,6.764814476596047
6068,15,86.0,1.4333333333333333,6.764810180058986
6069,12,56.0,0.9180327868852459,6.762607764796766
6070,13,66.0,1.1,6.944197903311094
6071,15,80.0,1.3114754098360655,7.024716770659066
6072,16,95.0,1.532258064516129,7.167449010255697
6073,16,111.0,1.7903225806451613,7.129594874948743
6074,18,128.0,2.0317460317460316,6.781818112180978
6075,14,97.0,1.564516129032258,6.751450724696927
6076,17,83.0,1.3387096774193548,6.488775994369112
6077,16,75.0,1.2295081967213115,6.1220177230951585
6078,14,75.0,1.2295081967213115,6.2511207745742166
6079,13,77.0,1.2622950819672132,6.215696425784967
6080,9,52.0,0.8524590163934426,6.505896294169333
6081,6,45.0,0.7377049180327869,7.00505234694824
6082,6,48.0,0.8275862068965517,7.196254427645897
6083,4,11.0,0.1864406779661017,7.415033278933738
6084,2,3.0,0.05172413793103448,7.7870970220113875
6085,2,2.0,0.03389830508474576,8.219119437198493
6086,2,3.0,0.05084745762711865,8.613562837621568
6087,3,5.0,0.08620689655172414,9.061884722304546
6088,2,7.0,0.1206896551724138,9.45617356427492
6089,3,9.0,0.15254237288135594,9.651701373233225
6090,3,11.0,0.1864406779661017,9.687208984150022
6091,2,13.0,0.22413793103448276,10.081647942984446
6092,5,17.0,0.29310344827586204,10.072910010532418
6093,6,22.0,0.3793103448275862,10.210795373827397
6094,6,27.0,0.47368421052631576,10.189078120986084
6095,7,33.0,0.5689655172413793,10.225918554111445
6096,7,39.0,0.6724137931034483,9.966905631806776
6097,6,45.0,0.7894736842105263,9.606657714765142
6098,7,51.0,0.9107142857142857,8.951546336057705
6099,8,58.0,1.0545454545454545,8.315590067915798
6100,8,66.0,1.2,8.130775266172474
6101,7,42.0,0.7777777777777778,7.949072712790779
6102,7,30.0,0.5454545454545454,7.562397783229556
