Step,Waiting_Time,Queue_Length,Density
15501,964.0,81,0.7185628742514969
15502,991.0,81,0.7396970764353645
15503,1018.0,81,0.7185628742514969
15504,1045.0,81,0.7185628742514969
15505,1072.0,81,0.7185628742514969
15506,1099.0,81,0.7185628742514969
15507,1127.0,84,0.7396970764353645
15508,1156.0,87,0.7396970764353645
15509,1185.0,87,0.7396970764353645
15510,1215.0,90,0.7396970764353645
15511,1245.0,90,0.7608312786192323
15512,1275.0,90,0.7608312786192323
15513,1305.0,90,0.7608312786192323
15514,1336.0,93,0.8030996829869674
15515,1369.0,99,0.8453680873547025
15516,1402.0,99,0.86650228953857
15517,1268.0,93,0.8665022895385698
15518,1156.0,87,0.8665022895385698
15519,1097.0,81,0.9087706939063052
15520,1061.0,75,0.8876364917224377
15521,1080.0,75,0.9087706939063053
15522,1107.0,81,0.9087706939063052
15523,1135.0,84,0.9087706939063052
15524,1164.0,87,0.9087706939063052
15525,1194.0,90,0.8665022895385702
15526,1225.0,93,0.8876364917224377
15527,1257.0,96,0.8665022895385702
15528,1289.0,96,0.8665022895385702
15529,1323.0,102,0.8453680873547026
15530,1357.0,102,0.8453680873547026
15531,1393.0,108,0.8453680873547026
15532,1429.0,108,0.8242338851708351
15533,1467.0,114,0.8242338851708351
15534,1505.0,114,0.8242338851708351
15535,1543.0,114,0.8453680873547025
15536,1581.0,114,0.908770693906305
15537,1619.0,114,0.8876364917224375
15538,1657.0,114,0.9087706939063052
15539,1695.0,114,0.9087706939063052
15540,1733.0,114,0.9510390982740401
15541,1771.0,114,0.9721733004579076
15542,1810.0,117,0.9933075026417754
15543,1850.0,120,0.9933075026417754
15544,1891.0,123,1.0144417048256429
15545,1932.0,123,1.0144417048256429
15546,1973.0,123,1.0144417048256429
15547,2015.0,126,1.0144417048256429
15548,2057.0,126,1.0144417048256429
15549,2101.0,132,1.0355759070095105
15550,1930.0,126,1.0144417048256429
15551,1765.0,123,1.0144417048256429
15552,1618.0,120,1.0144417048256429
15553,1471.0,114,0.9933075026417754
15554,1335.0,108,1.0144417048256429
15555,1222.0,105,1.0144417048256429
15556,1116.0,99,1.0355759070095103
15557,1013.0,99,1.056710109193378
15558,925.0,96,1.0144417048256429
15559,840.0,90,1.0144417048256429
15560,805.0,90,0.9721733004579078
15561,757.0,87,0.9721733004579078
15562,712.0,84,0.9299048960901727
15563,667.0,78,0.9299048960901727
15564,637.0,72,0.908770693906305
15565,639.0,69,0.908770693906305
15566,637.0,66,0.8665022895385698
15567,630.0,60,0.8453680873547023
15568,638.0,57,0.8242338851708348
15569,648.0,54,0.824233885170835
15570,667.0,57,0.8242338851708347
15571,687.0,60,0.8030996829869673
15572,708.0,63,0.8242338851708348
15573,729.0,63,0.7819654808030996
15574,750.0,63,0.8030996829869672
15575,771.0,63,0.7608312786192322
15576,792.0,63,0.7819654808030998
15577,813.0,63,0.7608312786192324
15578,835.0,66,0.7819654808030998
15579,857.0,66,0.7396970764353648
15580,879.0,66,0.7608312786192323
15581,902.0,69,0.718562874251497
15582,925.0,69,0.718562874251497
15583,948.0,69,0.676294469883762
15584,971.0,69,0.6551602676998943
15585,997.0,78,0.6551602676998943
15586,1023.0,78,0.6551602676998943
15587,1049.0,78,0.676294469883762
15588,1075.0,78,0.6974286720676295
15589,1101.0,78,0.6974286720676295
15590,960.0,75,0.6551602676998945
15591,852.0,69,0.6551602676998945
15592,806.0,72,0.6551602676998945
15593,809.0,75,0.6551602676998944
15594,834.0,75,0.6551602676998944
15595,860.0,78,0.6762944698837621
15596,886.0,78,0.6551602676998943
15597,912.0,78,0.6551602676998943
15598,938.0,78,0.6974286720676297
15599,964.0,78,0.6974286720676297
15600,991.0,81,0.7185628742514972
15601,1018.0,81,0.7396970764353646
15602,1045.0,81,0.7396970764353646
15603,1072.0,81,0.760831278619232
15604,1099.0,81,0.8030996829869673
15605,1128.0,87,0.8030996829869673
15606,1157.0,87,0.8030996829869673
15607,1187.0,90,0.8030996829869673
15608,1218.0,93,0.8030996829869673
15609,1249.0,93,0.8453680873547024
15610,1283.0,102,0.8453680873547024
15611,1318.0,105,0.8453680873547024
15612,1353.0,105,0.8453680873547024
15613,1388.0,105,0.8242338851708346
15614,1424.0,108,0.8242338851708348
15615,1460.0,108,0.8242338851708348
15616,1496.0,108,0.8242338851708348
15617,1532.0,108,0.8242338851708348
15618,1569.0,111,0.8453680873547024
15619,1607.0,114,0.86650228953857
15620,1645.0,114,0.8876364917224375
15621,1683.0,114,0.9299048960901727
15622,1721.0,114,0.9510390982740404
15623,1581.0,108,0.9087706939063052
15624,1446.0,105,0.9087706939063052
15625,1339.0,99,0.9087706939063052
15626,1240.0,96,0.8665022895385701
15627,1157.0,90,0.9087706939063052
15628,1074.0,87,0.9299048960901729
15629,1018.0,81,0.8876364917224379
15630,965.0,78,0.8876364917224379
15631,911.0,75,0.86650228953857
15632,863.0,72,0.8453680873547025
15633,839.0,72,0.8242338851708351
15634,820.0,69,0.8453680873547027
15635,845.0,75,0.824233885170835
15636,829.0,75,0.8453680873547026
15637,821.0,72,0.8030996829869675
15638,816.0,69,0.8030996829869674
15639,813.0,66,0.8030996829869674
15640,812.0,63,0.8030996829869674
15641,816.0,63,0.8242338851708348
15642,839.0,69,0.8453680873547023
15643,862.0,69,0.8453680873547023
15644,885.0,69,0.8453680873547023
15645,908.0,69,0.8453680873547023
15646,932.0,72,0.8453680873547024
15647,957.0,75,0.86650228953857
15648,983.0,78,0.8453680873547024
15649,1009.0,78,0.8665022895385699
15650,1037.0,84,0.824233885170835
15651,1065.0,84,0.824233885170835
15652,1093.0,84,0.8242338851708348
15653,1123.0,90,0.8030996829869674
15654,1154.0,93,0.7819654808030999
15655,1185.0,93,0.7819654808030999
15656,1217.0,96,0.7608312786192323
15657,1249.0,96,0.8030996829869672
15658,1282.0,99,0.7819654808030996
15659,1316.0,102,0.7819654808030996
15660,1350.0,102,0.8030996829869671
15661,1384.0,102,0.8030996829869671
15662,1418.0,102,0.8453680873547023
15663,1251.0,96,0.8242338851708347
15664,1104.0,90,0.86650228953857
15665,959.0,84,0.8876364917224375
15666,920.0,81,0.8876364917224376
15667,886.0,84,0.8876364917224376
15668,864.0,81,0.8665022895385699
15669,857.0,78,0.8453680873547024
15670,866.0,75,0.824233885170835
15671,892.0,78,0.8030996829869673
15672,918.0,78,0.824233885170835
15673,945.0,81,0.8030996829869673
15674,973.0,84,0.8030996829869673
15675,1001.0,84,0.7819654808030998
15676,1030.0,87,0.824233885170835
15677,1059.0,87,0.824233885170835
15678,1089.0,90,0.8876364917224374
15679,1120.0,93,0.8665022895385698
15680,1152.0,96,0.86650228953857
15681,1184.0,96,0.8876364917224374
15682,1217.0,99,0.8876364917224374
15683,1251.0,102,0.8876364917224374
15684,1287.0,108,0.8876364917224374
15685,1323.0,108,0.8876364917224374
15686,1361.0,114,0.8876364917224374
15687,1399.0,114,0.8876364917224374
15688,1438.0,117,0.9087706939063049
15689,1477.0,117,0.9510390982740404
15690,1516.0,117,0.9510390982740404
15691,1556.0,120,0.9510390982740404
15692,1596.0,120,0.9510390982740404
15693,1637.0,123,0.9510390982740404
15694,1679.0,126,0.9721733004579081
15695,1721.0,126,0.9721733004579081
15696,1552.0,120,0.9510390982740404
15697,1397.0,114,0.9510390982740404
15698,1280.0,111,0.9721733004579081
15699,1168.0,105,0.9299048960901727
15700,1083.0,102,0.9510390982740403
15701,1006.0,99,0.9933075026417754
15702,932.0,93,0.9933075026417756
15703,873.0,90,0.9933075026417756
15704,852.0,90,0.9933075026417756
15705,853.0,90,1.0144417048256429
15706,811.0,84,0.9721733004579076
15707,780.0,81,0.9721733004579076
15708,759.0,75,0.9299048960901727
15709,748.0,75,0.9299048960901727
15710,745.0,72,0.9299048960901728
15711,742.0,72,0.9299048960901728
15712,766.0,72,0.8876364917224376
15713,763.0,72,0.8876364917224376
15714,777.0,72,0.8876364917224377
15715,791.0,72,0.8665022895385699
15716,814.0,75,0.8665022895385699
15717,840.0,78,0.8453680873547025
15718,866.0,78,0.8242338851708351
15719,892.0,78,0.8242338851708348
15720,918.0,78,0.8030996829869674
15721,945.0,81,0.8242338851708351
15722,972.0,81,0.8030996829869674
15723,999.0,81,0.8242338851708351
15724,1027.0,84,0.8030996829869674
15725,1056.0,87,0.7819654808030999
15726,1085.0,87,0.7819654808030999
15727,1114.0,87,0.7819654808030998
15728,1143.0,87,0.8030996829869672
15729,1172.0,87,0.7819654808030997
15730,1202.0,90,0.8030996829869674
15731,1232.0,90,0.7819654808030997
15732,1262.0,90,0.7819654808030997
15733,1292.0,90,0.7819654808030997
15734,1322.0,90,0.7819654808030997
15735,1353.0,93,0.7819654808030997
15736,1172.0,90,0.7396970764353648
15737,1049.0,87,0.7396970764353648
15738,931.0,87,0.7396970764353648
15739,852.0,81,0.6974286720676295
15740,831.0,78,0.6974286720676295
15741,855.0,75,0.6974286720676296
15742,881.0,78,0.6974286720676295
15743,907.0,78,0.6762944698837617
15744,933.0,78,0.6762944698837617
15745,959.0,78,0.6762944698837619
15746,985.0,78,0.6762944698837619
15747,1011.0,78,0.6551602676998941
15748,1037.0,78,0.6762944698837619
15749,1064.0,81,0.6762944698837619
15750,1091.0,81,0.6762944698837619
15751,1118.0,81,0.6551602676998943
15752,1145.0,81,0.6762944698837619
15753,1172.0,81,0.6974286720676296
15754,1199.0,81,0.6974286720676296
15755,1226.0,81,0.7185628742514971
15756,1254.0,84,0.7185628742514971
15757,1282.0,84,0.7396970764353646
15758,1310.0,84,0.7819654808030998
15759,1339.0,87,0.8030996829869672
15760,1368.0,87,0.8242338851708348
15761,1397.0,87,0.8453680873547023
15762,1427.0,90,0.8665022895385698
15763,1457.0,90,0.8665022895385698
15764,1488.0,93,0.908770693906305
15765,1521.0,99,0.9510390982740401
15766,1554.0,99,0.9510390982740401
15767,1589.0,105,0.9510390982740401
15768,1624.0,105,0.9721733004579075
15769,1466.0,105,0.9721733004579078
15770,1319.0,108,0.9721733004579078
15771,1186.0,102,0.9721733004579078
15772,1057.0,102,0.9510390982740402
15773,938.0,99,0.9299048960901727
15774,845.0,96,0.9299048960901728
15775,756.0,93,0.9087706939063053
15776,669.0,90,0.9510390982740402
15777,583.0,84,0.9087706939063053
15778,553.0,81,0.9299048960901727
15779,568.0,81,0.8876364917224374
15780,540.0,75,0.9087706939063049
15781,522.0,75,0.86650228953857
15782,509.0,69,0.86650228953857
15783,513.0,66,0.8453680873547025
15784,517.0,63,0.86650228953857
15785,524.0,60,0.8242338851708351
15786,544.0,60,0.86650228953857
15787,549.0,57,0.8242338851708347
15788,554.0,54,0.824233885170835
15789,562.0,54,0.8242338851708348
15790,580.0,54,0.8242338851708346
15791,598.0,54,0.8453680873547023
15792,617.0,57,0.8030996829869672
15793,637.0,60,0.8242338851708348
15794,657.0,60,0.8242338851708348
15795,678.0,63,0.8030996829869672
15796,700.0,66,0.8030996829869672
15797,722.0,66,0.7819654808030996
15798,745.0,69,0.7819654808030996
15799,769.0,72,0.8242338851708348
15800,793.0,72,0.824233885170835
15801,817.0,72,0.8030996829869673
15802,841.0,72,0.8030996829869673
15803,866.0,75,0.8030996829869673
15804,892.0,78,0.8030996829869673
15805,919.0,81,0.8030996829869673
15806,946.0,81,0.8242338851708347
15807,974.0,84,0.8242338851708347
15808,1004.0,90,0.8242338851708347
15809,875.0,87,0.7819654808030996
15810,775.0,84,0.8030996829869673
15811,753.0,78,0.8030996829869673
15812,780.0,81,0.7608312786192322
15813,809.0,87,0.7608312786192322
15814,839.0,90,0.7819654808030998
15815,869.0,90,0.760831278619232
15816,900.0,93,0.7819654808030997
15817,932.0,96,0.760831278619232
15818,964.0,96,0.760831278619232
15819,996.0,96,0.7819654808030998
15820,1029.0,99,0.7819654808030998
15821,1062.0,99,0.7819654808030998
15822,1095.0,99,0.8030996829869673
15823,1129.0,102,0.824233885170835
15824,1163.0,102,0.8453680873547026
15825,1198.0,105,0.8453680873547026
15826,1233.0,105,0.8665022895385701
15827,1269.0,108,0.8665022895385701
15828,1306.0,111,0.9299048960901727
15829,1343.0,111,0.9510390982740401
15830,1380.0,111,0.9721733004579078
15831,1418.0,114,0.9933075026417753
15832,1456.0,114,1.056710109193378
15833,1494.0,114,1.0778443113772453
15834,1533.0,117,1.098978513561113
15835,1572.0,117,1.1201127157449806
15836,1612.0,120,1.1412469179288482
15837,1653.0,123,1.1412469179288482
15838,1696.0,129,1.1835153222965833
15839,1740.0,132,1.1835153222965833
15840,1786.0,138,1.1835153222965833
15841,1833.0,141,1.1835153222965833
15842,1672.0,135,1.1412469179288482
15843,1563.0,132,1.1623811201127159
15844,1460.0,132,1.1835153222965833
15845,1384.0,132,1.141246917928848
15846,1315.0,129,1.141246917928848
15847,1257.0,126,1.1623811201127159
15848,1211.0,123,1.1201127157449806
15849,1180.0,117,1.1201127157449806
15850,1162.0,117,1.0778443113772453
15851,1132.0,111,1.098978513561113
15852,1160.0,108,1.098978513561113
15853,1140.0,102,1.0778443113772453
15854,1135.0,99,1.0778443113772456
15855,1138.0,93,1.0778443113772456
15856,1141.0,87,1.0567101091933782
15857,1152.0,90,1.0355759070095105
15858,1180.0,87,1.0144417048256429
15859,1210.0,90,0.9933075026417755
15860,1240.0,90,0.9933075026417755
15861,1270.0,90,0.9510390982740402
15862,1301.0,93,0.9721733004579077
15863,1333.0,96,0.9510390982740403
15864,1365.0,96,0.9510390982740402
15865,1398.0,99,0.9299048960901725
15866,1431.0,99,0.9299048960901725
15867,1465.0,102,0.9299048960901726
15868,1499.0,102,0.9087706939063049
15869,1533.0,102,0.9299048960901726
15870,1567.0,102,0.95103909827404
15871,1603.0,108,0.95103909827404
15872,1639.0,108,0.95103909827404
15873,1675.0,108,0.95103909827404
15874,1711.0,108,0.9933075026417753
15875,1748.0,111,1.0144417048256429
15876,1785.0,111,1.0144417048256429
15877,1823.0,114,1.0355759070095105
15878,1863.0,120,1.056710109193378
15879,1904.0,123,1.056710109193378
15880,1945.0,123,1.056710109193378
15881,1986.0,123,1.0989785135611132
15882,1804.0,117,1.0778443113772458
15883,1665.0,117,1.0778443113772458
15884,1591.0,114,1.0778443113772458
15885,1535.0,111,1.0355759070095107
15886,1484.0,111,1.0778443113772458
15887,1434.0,114,1.0778443113772458
15888,1404.0,114,1.0567101091933782
15889,1380.0,111,1.0567101091933782
15890,1367.0,111,1.0355759070095105
15891,1404.0,111,1.0355759070095105
15892,1412.0,114,1.0355759070095103
15893,1451.0,117,1.056710109193378
15894,1490.0,117,1.056710109193378
15895,1530.0,120,1.056710109193378
15896,1571.0,123,1.0144417048256427
15897,1612.0,123,1.0355759070095103
15898,1653.0,123,1.0144417048256429
15899,1694.0,123,1.0144417048256429
15900,1735.0,123,0.9933075026417751
15901,1776.0,123,1.0144417048256429
15902,1817.0,123,0.9933075026417751
15903,1860.0,129,0.9933075026417751
15904,1903.0,129,0.9933075026417751
15905,1948.0,135,1.0144417048256429
15906,1994.0,138,1.0144417048256429
15907,2040.0,138,1.0144417048256429
15908,2086.0,138,1.0144417048256429
15909,2132.0,138,1.0144417048256429
15910,2179.0,141,1.0567101091933782
15911,2226.0,141,1.0567101091933777
15912,2273.0,141,1.0567101091933777
15913,2320.0,141,1.0567101091933777
15914,2368.0,144,1.0778443113772453
15915,2200.0,138,1.0355759070095103
15916,2058.0,132,1.0355759070095103
15917,1914.0,126,1.0355759070095103
15918,1775.0,120,1.0144417048256427
15919,1648.0,114,1.0144417048256427
15920,1528.0,108,1.0355759070095105
15921,1425.0,102,0.9933075026417751
15922,1329.0,99,1.0144417048256429
15923,1247.0,93,1.0144417048256427
15924,1209.0,96,1.0144417048256427
15925,1141.0,93,0.9933075026417753
15926,1141.0,93,0.9933075026417753
15927,1092.0,87,0.9721733004579077
15928,1069.0,84,0.9933075026417751
15929,1046.0,81,0.9510390982740401
15930,1036.0,81,0.9510390982740401
15931,1041.0,78,0.9087706939063052
15932,1067.0,78,0.8876364917224374
15933,1073.0,75,0.8876364917224374
15934,1087.0,72,0.86650228953857
15935,1103.0,75,0.8876364917224377
15936,1129.0,78,0.8665022895385701
15937,1156.0,81,0.8876364917224376
15938,1183.0,81,0.8453680873547026
15939,1210.0,81,0.8876364917224376
15940,1238.0,84,0.8665022895385702
15941,1266.0,84,0.8453680873547025
15942,1294.0,84,0.8665022895385702
15943,1322.0,84,0.824233885170835
15944,1350.0,84,0.824233885170835
15945,1379.0,87,0.8030996829869674
15946,1408.0,87,0.8453680873547026
15947,1437.0,87,0.8242338851708351
15948,1467.0,90,0.8242338851708351
15949,1498.0,93,0.8030996829869674
15950,1530.0,96,0.8030996829869674
15951,1562.0,96,0.8030996829869674
15952,1594.0,96,0.8242338851708351
15953,1626.0,96,0.8453680873547026
15954,1659.0,99,0.86650228953857
15955,1464.0,93,0.8242338851708351
15956,1283.0,87,0.8242338851708351
15957,1146.0,87,0.8453680873547025
15958,1033.0,87,0.8242338851708351
15959,943.0,84,0.8242338851708351
15960,866.0,78,0.8030996829869674
15961,833.0,75,0.7819654808030998
15962,852.0,72,0.7608312786192323
15963,877.0,75,0.7396970764353648
15964,902.0,75,0.7185628742514972
15965,927.0,75,0.7185628742514971
15966,952.0,75,0.6974286720676295
15967,977.0,75,0.6974286720676295
15968,1003.0,78,0.6762944698837619
15969,1029.0,78,0.6762944698837619
15970,1055.0,78,0.6551602676998943
15971,1081.0,78,0.6340260655160268
15972,1107.0,78,0.6340260655160268
15973,1133.0,78,0.6551602676998942
15974,1160.0,81,0.6551602676998942
15975,1188.0,84,0.6551602676998942
15976,1216.0,84,0.6551602676998942
15977,1244.0,84,0.6551602676998942
15978,1272.0,84,0.6974286720676293
15979,1300.0,84,0.7185628742514969
15980,1328.0,84,0.7185628742514969
15981,1357.0,87,0.7185628742514969
15982,1387.0,90,0.7396970764353645
15983,1417.0,90,0.7396970764353645
15984,1447.0,90,0.7608312786192322
15985,1477.0,90,0.7819654808030998
15986,1508.0,93,0.8030996829869673
15987,1539.0,93,0.8030996829869673
15988,1378.0,87,0.7608312786192322
15989,1220.0,84,0.7819654808030996
15990,1083.0,78,0.8242338851708348
15991,951.0,75,0.8030996829869673
15992,818.0,69,0.8030996829869672
15993,687.0,66,0.8030996829869672
15994,583.0,60,0.7608312786192322
15995,522.0,57,0.7608312786192322
15996,474.0,54,0.7185628742514972
15997,493.0,57,0.7185628742514972
15998,474.0,54,0.6974286720676297
15999,478.0,51,0.7396970764353646
16000,484.0,51,0.7396970764353646
16001,492.0,54,0.7819654808030998
16002,510.0,54,0.7396970764353648
16003,528.0,54,0.7396970764353648
16004,547.0,57,0.6974286720676294
16005,566.0,57,0.6974286720676294
16006,585.0,57,0.6762944698837621
16007,604.0,57,0.6551602676998943
16008,623.0,57,0.6762944698837621
16009,643.0,60,0.6551602676998945
16010,663.0,60,0.6551602676998945
16011,684.0,63,0.6551602676998943
16012,705.0,63,0.6551602676998943
16013,726.0,63,0.6340260655160268
16014,747.0,63,0.6340260655160268
16015,770.0,69,0.6551602676998943
16016,793.0,69,0.6551602676998943
16017,817.0,72,0.6762944698837619
16018,841.0,72,0.6551602676998943
16019,866.0,75,0.6762944698837619
16020,892.0,78,0.6974286720676295
16021,918.0,78,0.6974286720676294
16022,945.0,81,0.7396970764353645
16023,972.0,81,0.7396970764353645
16024,999.0,81,0.7396970764353645
16025,1027.0,84,0.7396970764353645
16026,1055.0,84,0.7396970764353645
16027,1084.0,87,0.7396970764353645
16028,952.0,81,0.7396970764353648
16029,869.0,75,0.7396970764353648
16030,806.0,72,0.7396970764353648
16031,758.0,69,0.7396970764353648
16032,734.0,69,0.7396970764353646
16033,725.0,69,0.760831278619232
16034,724.0,66,0.7396970764353648
16035,747.0,69,0.7396970764353648
16036,770.0,69,0.718562874251497
16037,794.0,72,0.718562874251497
16038,818.0,72,0.6762944698837621
16039,842.0,72,0.6762944698837621
16040,866.0,72,0.6762944698837621
16041,892.0,78,0.6551602676998944
16042,918.0,78,0.6551602676998944
16043,944.0,78,0.6128918633321592
16044,970.0,78,0.6340260655160269
16045,996.0,78,0.6340260655160269
16046,1024.0,84,0.6340260655160269
16047,1053.0,87,0.676294469883762
16048,1082.0,87,0.676294469883762
16049,1111.0,87,0.6974286720676294
16050,1140.0,87,0.7396970764353648
16051,1169.0,87,0.7608312786192322
16052,1198.0,87,0.7819654808030997
16053,1227.0,87,0.8030996829869672
16054,1256.0,87,0.8453680873547026
16055,1285.0,87,0.8665022895385701
16056,1314.0,87,0.8665022895385701
16057,1343.0,87,0.8665022895385701
16058,1373.0,90,0.8665022895385701
16059,1406.0,99,0.8876364917224377
16060,1440.0,102,0.9087706939063052
16061,1286.0,96,0.8876364917224377
16062,1144.0,96,0.9087706939063052
16063,1003.0,93,0.9299048960901726
16064,886.0,87,0.9299048960901726
16065,774.0,84,0.95103909827404
16066,697.0,84,0.95103909827404
16067,636.0,78,0.9299048960901726
16068,588.0,75,0.9299048960901726
16069,544.0,69,0.8876364917224375
16070,521.0,66,0.9087706939063049
16071,543.0,66,0.8876364917224376
16072,523.0,66,0.86650228953857
16073,510.0,69,0.8665022895385698
16074,500.0,69,0.8453680873547024
16075,508.0,69,0.8453680873547023
16076,517.0,69,0.8242338851708348
16077,541.0,72,0.8030996829869672
16078,565.0,72,0.760831278619232
16079,591.0,78,0.760831278619232
16080,617.0,78,0.760831278619232
16081,643.0,78,0.7396970764353645
16082,669.0,78,0.7396970764353645
16083,698.0,87,0.760831278619232
16084,727.0,87,0.7819654808030997
16085,756.0,87,0.760831278619232
16086,785.0,87,0.7396970764353645
16087,814.0,87,0.7396970764353645
16088,843.0,87,0.7185628742514969
16089,872.0,87,0.760831278619232
16090,901.0,87,0.7396970764353645
16091,930.0,87,0.7396970764353645
16092,959.0,87,0.7185628742514969
16093,988.0,87,0.760831278619232
16094,1018.0,90,0.7396970764353645
16095,1048.0,90,0.760831278619232
16096,1078.0,90,0.760831278619232
16097,1108.0,90,0.760831278619232
16098,1138.0,90,0.7819654808030997
16099,1168.0,90,0.8030996829869672
16100,1199.0,93,0.8030996829869672
16101,1068.0,87,0.7819654808030997
16102,957.0,81,0.8030996829869672
16103,851.0,78,0.8242338851708347
16104,819.0,75,0.8030996829869672
16105,798.0,75,0.7819654808030997
16106,817.0,75,0.7819654808030998
16107,842.0,75,0.7608312786192322
16108,867.0,75,0.7608312786192322
16109,893.0,78,0.7396970764353646
16110,919.0,78,0.7819654808030997
16111,946.0,81,0.7819654808030997
16112,973.0,81,0.760831278619232
16113,1001.0,84,0.7819654808030997
16114,1031.0,90,0.7819654808030997
16115,1062.0,93,0.7608312786192323
16116,1093.0,93,0.7819654808030998
16117,1125.0,96,0.7819654808030998
16118,1157.0,96,0.7819654808030998
16119,1190.0,99,0.7819654808030998
16120,1224.0,102,0.7819654808030998
16121,1258.0,102,0.7819654808030998
16122,1292.0,102,0.7819654808030998
16123,1327.0,105,0.7819654808030998
16124,1362.0,105,0.8242338851708347
16125,1397.0,105,0.8030996829869672
16126,1432.0,105,0.8030996829869672
16127,1467.0,105,0.8242338851708348
16128,1502.0,105,0.824233885170835
16129,1537.0,105,0.824233885170835
16130,1572.0,105,0.8453680873547025
16131,1607.0,105,0.8665022895385701
16132,1642.0,105,0.908770693906305
16133,1677.0,105,0.9299048960901726
16134,1521.0,102,0.8876364917224376
16135,1401.0,99,0.8876364917224376
16136,1290.0,96,0.8876364917224376
16137,1187.0,90,0.8453680873547023
16138,1084.0,84,0.86650228953857
16139,998.0,78,0.9087706939063052
16140,941.0,78,0.8876364917224377
16141,893.0,75,0.8665022895385701
16142,857.0,72,0.8665022895385701
16143,854.0,66,0.86650228953857
16144,878.0,72,0.908770693906305
16145,893.0,72,0.8876364917224375
16146,910.0,69,0.8665022895385701
16147,929.0,66,0.8453680873547026
16148,951.0,66,0.8453680873547024
16149,969.0,66,0.8453680873547024
16150,991.0,66,0.824233885170835
16151,1013.0,66,0.8030996829869674
16152,1037.0,72,0.7819654808030997
16153,1061.0,72,0.7819654808030997
16154,1085.0,72,0.7819654808030998
16155,1110.0,75,0.8030996829869673
16156,1136.0,78,0.7819654808030996
16157,1162.0,78,0.8030996829869672
16158,1188.0,78,0.8030996829869672
16159,1214.0,78,0.8030996829869674
16160,1240.0,78,0.7819654808030998
16161,1266.0,78,0.7819654808030997
16162,1292.0,78,0.7396970764353646
16163,1319.0,81,0.7396970764353646
16164,1346.0,81,0.7396970764353646
16165,1374.0,84,0.7396970764353646
16166,1402.0,84,0.7396970764353646
16167,1431.0,87,0.7608312786192323
16168,1462.0,93,0.7396970764353648
16169,1493.0,93,0.7396970764353648
16170,1524.0,93,0.7608312786192322
16171,1555.0,93,0.7819654808030999
16172,1586.0,93,0.8030996829869673
16173,1617.0,93,0.8030996829869673
16174,1440.0,90,0.760831278619232
16175,1269.0,87,0.760831278619232
16176,1106.0,81,0.760831278619232
16177,978.0,78,0.760831278619232
16178,977.0,75,0.7819654808030999
16179,1003.0,78,0.8030996829869673
16180,1029.0,78,0.7608312786192322
16181,1056.0,81,0.7608312786192322
16182,1083.0,81,0.7185628742514971
16183,1111.0,84,0.7396970764353648
16184,1139.0,84,0.7396970764353645
16185,1167.0,84,0.7608312786192323
16186,1195.0,84,0.7396970764353645
16187,1224.0,87,0.718562874251497
16188,1254.0,90,0.718562874251497
16189,1284.0,90,0.718562874251497
16190,1315.0,93,0.7608312786192319
16191,1346.0,93,0.7819654808030995
16192,1378.0,96,0.7819654808030995
16193,1410.0,96,0.8030996829869674
16194,1442.0,96,0.8030996829869674
16195,1474.0,96,0.8030996829869674
16196,1506.0,96,0.8030996829869674
16197,1538.0,96,0.8030996829869674
16198,1570.0,96,0.824233885170835
16199,1603.0,99,0.8453680873547024
16200,1636.0,99,0.8876364917224375
16201,1669.0,99,0.9087706939063052
16202,1702.0,99,0.9087706939063052
16203,1735.0,99,0.9087706939063052
16204,1768.0,99,0.9299048960901729
16205,1802.0,102,0.9510390982740403
16206,1839.0,111,0.9933075026417753
16207,1670.0,108,0.9510390982740403
16208,1503.0,105,0.9510390982740403
16209,1342.0,99,0.9510390982740403
16210,1182.0,96,0.9087706939063049
16211,1041.0,93,0.9299048960901726
16212,910.0,87,0.9299048960901726
16213,816.0,81,0.8876364917224375
16214,734.0,78,0.8876364917224375
16215,659.0,75,0.8453680873547023
16216,587.0,72,0.8453680873547023
16217,549.0,69,0.8242338851708347
16218,573.0,72,0.8242338851708348
16219,543.0,66,0.8453680873547024
16220,518.0,63,0.8030996829869672
16221,525.0,60,0.8453680873547023
16222,534.0,60,0.8665022895385698
16223,554.0,60,0.8242338851708348
16224,574.0,60,0.8030996829869672
16225,594.0,60,0.8242338851708347
16226,614.0,60,0.7819654808030997
16227,634.0,60,0.8030996829869671
16228,654.0,60,0.760831278619232
16229,675.0,63,0.760831278619232
16230,697.0,66,0.760831278619232
16231,719.0,66,0.7396970764353646
16232,741.0,66,0.7819654808031
16233,763.0,66,0.8030996829869674
16234,786.0,69,0.7608312786192324
16235,809.0,69,0.7608312786192324
16236,833.0,72,0.7185628742514972
16237,859.0,78,0.7608312786192323
16238,885.0,78,0.7396970764353648
16239,911.0,78,0.7396970764353648
16240,938.0,81,0.7185628742514971
16241,965.0,81,0.7185628742514971
16242,994.0,87,0.7396970764353648
16243,1024.0,90,0.7396970764353648
16244,1055.0,93,0.7396970764353648
16245,1087.0,96,0.7396970764353648
16246,1119.0,96,0.7396970764353648
16247,986.0,93,0.7185628742514972
16248,877.0,87,0.7185628742514972
16249,815.0,81,0.7396970764353648
16250,792.0,75,0.6974286720676296
16251,770.0,69,0.7396970764353645
16252,780.0,66,0.7396970764353645
16253,803.0,69,0.6974286720676295
16254,826.0,69,0.6974286720676295
16255,849.0,69,0.6762944698837619
16256,872.0,69,0.6762944698837619
