step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
1113.0,2,5.0,0.2,7.9140848651116675,2,24.0,0.4972913898717427,2,24.0
1120.0,6,37.0,1.4230769230769231,8.982390531506777,6,37.0,0.4694636276269838,6,37.0
1127.0,2,3.0,0.10714285714285714,7.4321873500993885,2,37.0,0.4741304524042148,2,37.0
1134.0,1,9.0,0.2903225806451613,12.030217020651966,1,10.0,0.7786393256416534,1,10.0
1141.0,4,12.0,0.35294117647058826,9.142528201374299,4,14.0,0.5954455089861742,4,14.0
1148.0,9,56.0,1.696969696969697,8.45311525653252,9,57.0,0.504912226456007,9,57.0
1155.0,4,16.0,0.5161290322580645,6.081008171865431,4,75.0,0.37827448808597514,4,75.0
1162.0,5,27.0,0.75,10.13910605199569,5,27.0,0.58301477595556,5,27.0
1169.0,3,14.0,0.3684210526315789,8.412717965610527,3,31.0,0.48983862294400915,3,31.0
1176.0,8,54.0,1.6875,9.035906721999854,8,54.0,0.43153321999034294,8,54.0
1183.0,2,3.0,0.09375,8.712743352633114,2,52.0,0.5305650522080361,2,52.0
1190.0,4,16.0,0.5714285714285714,11.045833085558451,4,16.0,0.5611750598654575,4,16.0
1197.0,3,6.0,0.2222222222222222,9.877851437964988,3,15.0,0.6135336239422572,3,15.0
1204.0,4,31.0,1.1071428571428572,11.020482403323001,4,31.0,0.7456342587671693,4,31.0
1211.0,3,3.0,0.11538461538461539,5.943051188323713,3,29.0,0.35557931042193286,3,29.0
1218.0,7,41.0,1.3666666666666667,8.853705869476702,7,41.0,0.4849170515062953,7,41.0
1225.0,7,19.0,0.5428571428571428,7.463337176474389,7,47.0,0.4930538607500517,7,47.0
1232.0,9,75.0,1.9736842105263157,9.129750976557776,9,75.0,0.48762372558963546,9,75.0
1239.0,7,32.0,0.8,6.839497175100571,7,92.0,0.4194636056412644,7,92.0
1246.0,8,46.0,1.3142857142857143,8.089949475003417,8,58.0,0.3373543176899228,8,58.0
1253.0,4,11.0,0.2972972972972973,7.686953831762021,4,61.0,0.39272078662940285,4,61.0
1260.0,7,50.0,1.6129032258064515,9.553437734952881,7,57.0,0.5116446832728045,7,57.0
1267.0,4,22.0,0.7333333333333333,7.843064567757259,4,68.0,0.45421622682832863,4,68.0
1274.0,4,24.0,0.8888888888888888,9.0987116655569,4,32.0,0.47870059008909543,4,32.0
1281.0,3,7.0,0.2692307692307692,6.743150123891824,3,30.0,0.374970980270336,3,30.0
1288.0,4,35.0,1.2962962962962963,10.47292871401376,4,43.0,0.643831030739162,4,43.0
1295.0,1,2.0,0.06451612903225806,9.572664324161732,1,30.0,0.6712938255889729,1,30.0
1302.0,7,34.0,1.1333333333333333,8.36269962436561,7,34.0,0.46810275356246156,7,34.0
1309.0,6,26.0,0.7878787878787878,6.1127302787864775,6,66.0,0.3881557469020827,6,66.0
1316.0,3,16.0,0.43243243243243246,9.799282249955102,3,37.0,0.5995597849251841,3,37.0
1323.0,6,11.0,0.3055555555555556,6.410918928481473,6,32.0,0.37973696148048225,6,32.0
1330.0,17,103.0,2.7837837837837838,6.154048466403654,17,124.0,0.2587561560912232,17,124.0
1337.0,9,74.0,2.1142857142857143,5.346358330895648,9,171.0,0.303410006552658,9,171.0
1344.0,5,20.0,0.5555555555555556,8.717999553100539,5,67.0,0.451839360563682,5,67.0
1351.0,8,24.0,0.6153846153846154,7.028198261449704,8,87.0,0.39238610135992447,8,87.0
1358.0,11,90.0,2.8125,6.5799797147676395,11,137.0,0.22679715391812993,11,137.0
1365.0,9,52.0,1.4857142857142858,6.800087101129988,9,147.0,0.3465212112930606,9,147.0
1372.0,1,10.0,0.29411764705882354,10.912348356049888,1,41.0,0.72020024691427,1,41.0
1379.0,5,18.0,0.5142857142857142,8.341390733674803,5,43.0,0.4972653208143445,5,43.0
1386.0,12,82.0,2.6451612903225805,7.0028849805767,12,106.0,0.3518203577474521,12,106.0
1393.0,18,188.0,6.064516129032258,4.939808837551053,18,212.0,0.2660374493762105,18,212.0
1400.0,8,81.0,2.4545454545454546,4.157112315183665,8,217.0,0.295980971206193,8,217.0
1407.0,4,29.0,0.725,9.204072347771225,4,67.0,0.5482090526681941,4,67.0
1414.0,7,15.0,0.3488372093023256,7.2746173740075735,7,53.0,0.393743587804538,7,53.0
1421.0,12,83.0,2.3714285714285714,7.4804487968057645,12,108.0,0.28237998331365133,12,108.0
1428.0,9,61.0,2.033333333333333,5.707993064595088,9,136.0,0.25560943567725886,9,136.0
1435.0,4,33.0,1.1785714285714286,9.154093912459999,4,71.0,0.5405150418849003,4,71.0
1442.0,4,13.0,0.41935483870967744,8.710441170255155,4,64.0,0.5762324207765412,4,64.0
1449.0,6,50.0,1.3513513513513513,9.555621460419633,6,77.0,0.5883384565347072,6,77.0
1456.0,1,7.0,0.1794871794871795,8.489816695920709,1,69.0,0.5598456519679703,1,69.0
1463.0,10,34.0,0.8292682926829268,8.366911961511843,10,34.0,0.43220338515589035,10,34.0
1470.0,5,21.0,0.5,7.471012624164094,5,66.0,0.4498238082335689,5,66.0
1477.0,12,66.0,1.65,8.128176372881613,12,73.0,0.3474479569601809,12,73.0
1484.0,9,58.0,1.380952380952381,6.876626422485879,9,116.0,0.34501116473733257,9,116.0
1491.0,9,49.0,1.3243243243243243,8.252169600041404,9,92.0,0.4388544199304148,9,92.0
1498.0,6,29.0,0.8285714285714286,6.005093335131843,6,116.0,0.3020086461733374,6,116.0
1505.0,9,65.0,1.9696969696969697,8.667504552237046,9,102.0,0.3985542745365383,9,102.0
1512.0,7,33.0,1.2222222222222223,5.844795642112373,7,101.0,0.2802495603331718,7,101.0
1519.0,7,49.0,1.75,8.872071031591442,7,61.0,0.4815878511903646,7,61.0
1526.0,4,17.0,0.6071428571428571,7.2950954280679365,4,74.0,0.4002160587586894,4,74.0
1533.0,5,36.0,1.2413793103448276,9.97000175237111,5,46.0,0.5460088592732533,5,46.0
1540.0,4,16.0,0.6153846153846154,7.901320789696531,4,51.0,0.4363317105265778,4,51.0
1547.0,5,42.0,1.6153846153846154,8.882919037625479,5,42.0,0.5316017645965648,5,42.0
1554.0,3,11.0,0.3235294117647059,8.838310850922968,3,28.0,0.6192834710073016,3,28.0
1561.0,8,53.0,1.4722222222222223,7.93303269050116,8,53.0,0.4562442023350167,8,53.0
1568.0,9,43.0,1.2285714285714286,4.617687900314719,9,90.0,0.27872671089416323,9,90.0
1575.0,8,39.0,0.8125,8.865373922718478,8,83.0,0.5164766197875768,8,83.0
1582.0,7,38.0,0.7755102040816326,6.827604041448724,7,103.0,0.3354950213642475,7,103.0
1589.0,15,87.0,2.1219512195121952,6.669867155188564,15,147.0,0.28529783700790645,15,147.0
1596.0,13,72.0,1.8,4.621232119567429,13,207.0,0.2346014566604545,13,207.0
1603.0,7,50.0,1.2195121951219512,8.339558358569203,7,140.0,0.4000643506247928,7,140.0
1610.0,6,25.0,0.5555555555555556,7.984773924486462,6,149.0,0.45381755395736595,6,149.0
1617.0,9,60.0,1.3953488372093024,8.758174200727218,9,133.0,0.479293195320338,9,133.0
1624.0,10,57.0,1.3571428571428572,6.607127951719858,10,155.0,0.32640937275381904,10,155.0
1631.0,6,39.0,0.9512195121951219,8.627060799240159,6,113.0,0.4492228978423288,6,113.0
1638.0,4,11.0,0.25,8.246113704946849,4,89.0,0.4970273219062721,4,89.0
1645.0,14,80.0,2.1052631578947367,6.75845172357837,14,132.0,0.3369963746554346,14,132.0
1652.0,12,52.0,1.4054054054054055,4.9920827422907905,12,169.0,0.23618597351614046,12,169.0
1659.0,6,41.0,1.1081081081081081,8.932528366440055,6,89.0,0.47528040047130415,6,89.0
1666.0,4,7.0,0.20588235294117646,7.704772398395306,4,73.0,0.39547697066756615,4,73.0
1673.0,10,53.0,1.606060606060606,8.451663406905233,10,95.0,0.44723265832294223,10,95.0
1680.0,6,27.0,0.7941176470588235,7.218995742227401,6,100.0,0.46360858493405943,6,100.0
1687.0,5,36.0,0.9473684210526315,9.383246088923912,5,45.0,0.5841572985174848,5,45.0
1694.0,5,22.0,0.5116279069767442,7.520826671944993,5,63.0,0.4668291343717344,5,63.0
1701.0,10,60.0,1.4634146341463414,7.609575497582551,10,70.0,0.37429108356880714,10,70.0
1708.0,6,33.0,0.75,7.230358958299491,6,90.0,0.40464370861904964,6,90.0
1715.0,9,53.0,1.358974358974359,7.849218334754903,9,74.0,0.37899606665368823,9,74.0
1722.0,7,25.0,0.6410256410256411,6.438080873799039,7,110.0,0.34382888956924185,7,110.0
1729.0,11,82.0,2.1578947368421053,8.781477094141348,11,103.0,0.48034557454895316,11,103.0
1736.0,7,40.0,1.0,7.599462331004399,7,109.0,0.4593943033133801,7,109.0
1743.0,4,30.0,0.6976744186046512,10.059087193622593,4,42.0,0.6251140286743507,4,42.0
1750.0,6,22.0,0.4888888888888889,7.5682395967449505,6,43.0,0.4335600428392031,6,43.0
1757.0,10,71.0,1.868421052631579,7.853115503015847,10,75.0,0.3945220790096105,10,75.0
1764.0,13,159.0,4.297297297297297,7.8789381269408105,13,162.0,0.3602009515715761,13,162.0
1771.0,4,52.0,1.5294117647058822,6.633186113906489,4,155.0,0.4067390605521635,4,155.0
1778.0,4,24.0,0.7741935483870968,9.543624102195814,4,47.0,0.5291350605587474,4,47.0
1785.0,4,9.0,0.3103448275862069,7.351314543703659,4,44.0,0.4054171593507459,4,44.0
1792.0,6,51.0,1.7586206896551724,9.806555023946634,6,74.0,0.5931272564808803,6,74.0
