step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
7.0,0,0.0,0.0,12.993542621940156,0,0.0,0.92729709356395,0,0.0
14.0,0,0.0,0.0,12.719447069720804,0,0.0,0.8522818707290585,0,0.0
21.0,1,4.0,0.25,11.006635156734932,1,4.0,0.7830490641344187,1,4.0
28.0,2,13.0,0.4482758620689655,11.337026623343819,2,13.0,0.7979797365524285,2,13.0
35.0,7,45.0,1.3636363636363635,8.814480005389562,7,45.0,0.551268223373894,7,45.0
42.0,9,24.0,0.6153846153846154,6.1194863559914365,9,66.0,0.3747197905239981,9,66.0
49.0,9,57.0,1.3255813953488371,8.8569135149899,9,64.0,0.4882622471635855,9,64.0
56.0,7,18.0,0.4090909090909091,7.012390477219328,7,71.0,0.35869201664180045,7,71.0
63.0,12,91.0,2.2195121951219514,8.600149058808027,12,93.0,0.4494950183978969,12,93.0
70.0,9,55.0,1.25,7.4528173956664725,9,123.0,0.4299985071747929,9,123.0
77.0,6,45.0,1.0227272727272727,9.850736447467844,6,81.0,0.6375074733771509,6,81.0
84.0,7,13.0,0.3170731707317073,6.833297295342665,7,76.0,0.33468924439640857,7,76.0
91.0,12,81.0,2.076923076923077,8.01501191180435,12,105.0,0.4489941594127181,12,105.0
98.0,8,41.0,1.1081081081081081,5.721081871600083,8,121.0,0.29450104363809737,8,121.0
105.0,6,49.0,1.2894736842105263,9.87856087793981,6,61.0,0.6113695842150076,6,61.0
112.0,6,19.0,0.475,7.83200395698456,6,55.0,0.4593457149858118,6,55.0
119.0,9,75.0,1.9230769230769231,8.345219738878315,9,87.0,0.49886516989062946,9,87.0
126.0,9,22.0,0.55,5.528765664061739,9,91.0,0.3139167822547509,9,91.0
133.0,10,58.0,1.288888888888889,8.38809343026836,10,67.0,0.4515631887980427,10,67.0
140.0,7,21.0,0.4375,7.0778877232020845,7,82.0,0.3917346757740995,7,82.0
147.0,11,71.0,1.6904761904761905,8.763534643290573,11,78.0,0.45840225516373156,11,78.0
154.0,10,41.0,0.9534883720930233,6.485091255472856,10,104.0,0.33679426720864625,10,104.0
161.0,6,39.0,0.9512195121951219,9.098484802827294,6,70.0,0.5090659836803352,6,70.0
168.0,6,26.0,0.6341463414634146,7.588273807403847,6,72.0,0.42569194978116365,6,72.0
175.0,11,63.0,1.575,8.798287507645483,11,84.0,0.4977075061401358,11,84.0
182.0,10,47.0,0.9791666666666666,7.238203209569033,10,110.0,0.4480790744673355,10,110.0
189.0,8,51.0,1.0625,9.013301467678003,8,91.0,0.5260254291402301,8,91.0
196.0,9,29.0,0.6744186046511628,5.592592861460016,9,113.0,0.2993636472077324,9,113.0
203.0,14,96.0,2.1818181818181817,7.8266780669285145,14,139.0,0.3883027333739787,14,139.0
210.0,12,61.0,1.297872340425532,6.159074321890721,12,177.0,0.3362741184414332,12,177.0
217.0,6,40.0,1.0256410256410255,7.890414356316881,6,98.0,0.3690423252379125,6,98.0
224.0,9,25.0,0.5555555555555556,7.093232033764112,9,116.0,0.4092994117556405,9,116.0
231.0,13,100.0,2.380952380952381,7.253825800028984,13,155.0,0.3310552239718775,13,155.0
238.0,7,53.0,1.358974358974359,5.311773473781529,7,171.0,0.24367727553270713,7,171.0
245.0,5,26.0,0.6842105263157895,9.31599172039339,5,82.0,0.505989166628559,5,82.0
252.0,4,9.0,0.2571428571428571,7.358798500717345,4,77.0,0.3576679990873183,4,77.0
259.0,13,75.0,2.8846153846153846,5.538808060973092,13,133.0,0.21954366890354537,13,133.0
266.0,7,52.0,1.9259259259259258,5.316425803373636,7,162.0,0.2912157854000156,7,162.0
273.0,2,8.0,0.25,9.805188118278872,2,55.0,0.5772785198908142,2,55.0
280.0,3,28.0,0.875,10.607411463212857,3,30.0,0.6745968319595084,3,30.0
287.0,3,7.0,0.25,7.450883507962755,3,32.0,0.4645903908402836,3,32.0
294.0,7,38.0,1.4074074074074074,8.355379578784628,7,38.0,0.42919418333891496,7,38.0
301.0,3,11.0,0.3142857142857143,8.513718014634462,3,46.0,0.5865635850315571,3,46.0
308.0,5,27.0,0.8181818181818182,9.006165777962094,5,27.0,0.5098538946382201,5,27.0
315.0,2,5.0,0.1388888888888889,8.16168241186712,2,37.0,0.49944693657403855,2,37.0
322.0,8,39.0,1.054054054054054,9.328216286052713,8,39.0,0.6216868421435282,8,39.0
329.0,6,38.0,0.8837209302325582,7.3039410980016655,6,65.0,0.4932557796626853,6,65.0
336.0,12,72.0,1.565217391304348,8.608313596774451,12,83.0,0.4733533619185755,12,83.0
343.0,10,32.0,0.64,6.4995514432324715,10,118.0,0.32983879314041875,10,118.0
350.0,15,93.0,1.9787234042553192,7.782534394570359,15,108.0,0.4310373804405811,15,108.0
357.0,11,66.0,1.375,6.874697027095973,11,153.0,0.35449935280160305,11,153.0
364.0,8,44.0,0.8979591836734694,9.040534388972098,8,73.0,0.5197566809381741,8,73.0
371.0,7,22.0,0.4583333333333333,6.631584891079599,7,88.0,0.30992194530129263,7,88.0
378.0,13,85.0,2.125,7.725043896489337,13,113.0,0.3676510078097611,13,113.0
385.0,7,55.0,1.2222222222222223,7.596592550989236,7,136.0,0.43024882328707653,7,136.0
392.0,4,27.0,0.7105263157894737,10.203970639962035,4,68.0,0.6632055217899755,4,68.0
399.0,6,10.0,0.23809523809523808,7.7603687023920696,6,45.0,0.42866580837467794,6,45.0
406.0,11,77.0,2.081081081081081,7.960178733489507,11,97.0,0.4492453072207149,11,97.0
413.0,5,17.0,0.4594594594594595,7.100345873391044,5,107.0,0.4620713382013108,5,107.0
420.0,4,22.0,0.5365853658536586,10.075186049127064,4,24.0,0.643029084233244,4,24.0
427.0,4,8.0,0.20512820512820512,7.541108546616351,4,28.0,0.3721021294600092,4,28.0
434.0,7,47.0,1.2702702702702702,9.322857817852693,7,47.0,0.546021858648777,7,47.0
441.0,6,15.0,0.46875,5.840019031401278,6,60.0,0.25321466600443554,6,60.0
448.0,7,51.0,1.9615384615384615,8.026563065965375,7,54.0,0.3228537712546688,7,54.0
455.0,2,5.0,0.15625,8.693799184845318,2,42.0,0.6087279561675799,2,42.0
462.0,6,34.0,0.9714285714285714,9.881101690973543,6,35.0,0.6140469079993479,6,35.0
469.0,9,86.0,2.0476190476190474,8.764328245585972,9,87.0,0.5141401304705958,9,87.0
476.0,5,27.0,0.6585365853658537,6.8916733899700455,5,94.0,0.40742510886962274,5,94.0
483.0,8,44.0,1.0476190476190477,9.175648652232931,8,44.0,0.5138230566389496,8,44.0
490.0,6,18.0,0.4090909090909091,7.255624638410985,6,67.0,0.40500307668784424,6,67.0
497.0,7,58.0,1.380952380952381,9.805088081754729,7,59.0,0.6080280272091464,7,59.0
504.0,10,118.0,2.744186046511628,9.318225594627608,10,118.0,0.47859683345969234,10,118.0
511.0,6,25.0,0.6578947368421053,6.546868980697613,6,109.0,0.3432577203018825,6,109.0
518.0,6,46.0,1.3529411764705883,8.89969173048103,6,47.0,0.4357724595186579,6,47.0
525.0,4,14.0,0.42424242424242425,7.7215889393722525,4,39.0,0.42214427068216653,4,39.0
532.0,7,46.0,1.7037037037037037,9.861791807707323,7,47.0,0.5153283699012721,7,47.0
539.0,3,6.0,0.21428571428571427,8.564916556340734,3,42.0,0.5533710037679865,3,42.0
546.0,7,40.0,1.5384615384615385,8.495589994456516,7,40.0,0.3543270857909227,7,40.0
553.0,0,0.0,0.0,7.794235913969189,0,35.0,0.4872329772892772,0,35.0
560.0,1,6.0,0.25,11.379385367959188,1,6.0,0.7788868562484567,1,6.0
567.0,3,21.0,0.75,10.898059463074267,3,21.0,0.7957924160224833,3,21.0
574.0,4,45.0,1.7307692307692308,9.990133178517379,4,45.0,0.6470269297105533,4,45.0
581.0,10,100.0,4.3478260869565215,5.986761366395724,10,100.0,0.19741996696680578,10,100.0
588.0,4,20.0,0.6896551724137931,7.848162682090936,4,79.0,0.5449769450674863,4,79.0
595.0,4,27.0,0.8709677419354839,10.1765467378929,4,33.0,0.5886267062284495,4,33.0
602.0,4,14.0,0.4666666666666667,8.95732724918971,4,36.0,0.5365260647954965,4,36.0
609.0,7,42.0,1.3125,9.554502142446548,7,48.0,0.5977969894217141,7,48.0
616.0,2,5.0,0.13157894736842105,7.443128856105091,2,34.0,0.506254057352759,2,34.0
623.0,8,41.0,1.1081081081081081,9.261601072813349,8,41.0,0.4822005318927714,8,41.0
630.0,4,10.0,0.2702702702702703,6.737318103185819,4,57.0,0.3581053832527521,4,57.0
637.0,6,42.0,1.2727272727272727,9.339660449400718,6,42.0,0.5364763982267291,6,42.0
644.0,3,8.0,0.25806451612903225,8.179698738297866,3,49.0,0.44642647419944875,3,49.0
651.0,6,40.0,1.4285714285714286,10.213037136937379,6,40.0,0.5481366882731132,6,40.0
658.0,2,3.0,0.1,9.644203521363949,2,23.0,0.6700602331961483,2,23.0
665.0,5,29.0,0.9354838709677419,9.916928258039857,5,29.0,0.6001824159727118,5,29.0
672.0,2,6.0,0.17142857142857143,8.591188057787287,2,35.0,0.5755908924709329,2,35.0
679.0,6,34.0,1.0303030303030303,9.430438827258255,6,34.0,0.47212225801375546,6,34.0
686.0,3,8.0,0.23529411764705882,8.375932584381085,3,42.0,0.4950591876899824,3,42.0
693.0,3,24.0,0.7741935483870968,10.099276085023147,3,24.0,0.5654767195726712,3,24.0
700.0,2,4.0,0.14285714285714285,9.138549139469488,2,22.0,0.5580169282640198,2,22.0
707.0,3,25.0,0.8620689655172413,9.8887638124415,3,25.0,0.6151338032596972,3,25.0
714.0,0,0.0,0.0,8.687334582076106,0,22.0,0.613700691670831,0,22.0
721.0,4,13.0,0.4482758620689655,10.895365403481359,4,13.0,0.6698449964897306,4,13.0
728.0,0,0.0,0.0,8.905635702666808,0,17.0,0.534052310888659,0,17.0
735.0,2,11.0,0.4782608695652174,11.555526088814387,2,11.0,0.7063411539502105,2,11.0
742.0,0,0.0,0.0,9.462051945773712,0,5.0,0.6440933885892839,0,5.0
749.0,1,2.0,0.10526315789473684,12.13844876951184,1,2.0,0.8327991770885674,1,2.0
756.0,2,10.0,0.45454545454545453,10.226101261685079,2,10.0,0.6137226476190467,2,10.0
763.0,5,38.0,1.6521739130434783,8.8158645363099,5,38.0,0.6264426774211609,5,38.0
770.0,9,88.0,2.838709677419355,8.462856225655644,9,88.0,0.49865093866705695,9,88.0
777.0,6,27.0,0.7714285714285715,6.93825248819251,6,90.0,0.42242680014566214,6,90.0
784.0,8,38.0,1.0,8.92005928841724,8,45.0,0.4728398054236349,8,45.0
791.0,6,24.0,0.5853658536585366,7.3214477585216455,6,69.0,0.4365826457221871,6,69.0
798.0,8,60.0,1.4634146341463414,8.782854067884537,8,70.0,0.4934009874597884,8,70.0
805.0,8,32.0,0.7441860465116279,7.260383800413852,8,88.0,0.40435879958705234,8,88.0
812.0,9,47.0,1.146341463414634,8.550135558545374,9,62.0,0.5047224012093259,9,62.0
819.0,13,126.0,2.8636363636363638,7.689800203365678,13,126.0,0.42212335801780676,13,126.0
826.0,12,88.0,2.3157894736842106,4.811603469949797,12,178.0,0.219115605390076,12,178.0
833.0,6,40.0,1.0810810810810811,9.197776620353135,6,100.0,0.4784083280502193,6,100.0
840.0,8,92.0,2.358974358974359,9.15131180963186,8,92.0,0.4579146564851551,8,92.0
847.0,4,17.0,0.5,7.373744966493633,4,72.0,0.41995758652569504,4,72.0
854.0,4,25.0,0.78125,9.088410877931143,4,37.0,0.4864358659621275,4,37.0
861.0,3,9.0,0.28125,7.6849712307782,3,34.0,0.4438535727924456,3,34.0
868.0,11,64.0,1.8823529411764706,8.461813042464232,11,76.0,0.4579140968963518,11,76.0
875.0,7,48.0,1.3333333333333333,6.995640610776129,7,104.0,0.42716862225155516,7,104.0
882.0,7,33.0,0.825,8.388073639848106,7,61.0,0.4458209807200525,7,61.0
889.0,7,23.0,0.5348837209302325,6.882816815692741,7,81.0,0.39198173448937346,7,81.0
896.0,15,86.0,2.2051282051282053,5.866076573597951,15,118.0,0.23444426178756603,15,118.0
903.0,13,88.0,2.0,6.19155442100843,13,169.0,0.3102195140616688,13,169.0
910.0,6,37.0,0.8809523809523809,7.820490552193307,6,126.0,0.39664410554933066,6,126.0
917.0,5,16.0,0.36363636363636365,6.288493165239808,5,133.0,0.35687332491457274,5,133.0
924.0,17,94.0,2.186046511627907,5.586783346145634,17,183.0,0.25153066138932384,17,183.0
